EVENT_TITLE,EVENT_DATE
Bureau Veritas SA Annual Shareholders Meeting,25 Jun 2021 / 3PM CEST
Bureau Veritas SA Extraordinary Shareholders Meeting,25 Jun 2021 / 3PM CEST
