NAME,AGE,POSITION,APPOINTED
Dominique Ceolin,53,"Chairman Of The Board, Chief Executive Officer",2011
David Hoey,51,"Deputy Chief Executive Officer, Director",2018
Xavier Chauderlot,57,Director - Permanent Representative Of Aubepar Industries SE,2012
Jean-Francois Drouets,58,Independent Director,2006
Sabine Roux De Bezieux,56,Independent Director,2011
Marie-Ange Verdickt,58,Independent Director,2014
