EVENT_TITLE,EVENT_DATE
Dividend For PUBP.PA - 2.0000 EUR,15 Jun 2021 / 2PM CEST
Dividend For PUBGY.PK - 0.6039 USD,15 Jun 2021 / 2PM CEST
