,ABIO.PA,ABS.PA,ABVX.PA,ACCP.PA,ADOC.PA,ADP.PA,AIR.PA,AIRF.PA,AIRP.PA,AKA.PA,AKE.PA,AKW.PA,ALSO.PA,ALTUR.PA,AMPLI.PA,AMUN.PA,ASTP.PA,ASY.PA,ATAR.PA,ATEME.PA,ATOS.PA,AUBT.PA,AUER.PA,AURS.PA,AVQ.PA,AXAF.PA,AXW.PA,BATD.PA,BDRP.PA,BGBN.PA,BICP.PA,BIOX.PA,BITI.PA,BNPP.PA,BOIR.PA,BOLL.PA,BOND.PA,BOUY.PA,BVI.PA,CAFO.PA,CAGR.PA,CAPLI.PA,CAPP.PA,CARR.PA,CASP.PA,CATGR.PA,CBOT.PA,CDAF.PA,CGDM.PA,CHBE.PA,CIBP.PA,CITT.PA,CNIM.PA,CNPP.PA,COFA.PA,CRIP.PA,CTRG.PA,DANO.PA,DAST.PA,DBG.PA,DBV.PA,DMSP.PA,DTNC.PA,ECP.PA,EDEN.PA,EDF.PA,EGID.PA,EKI.PA,ELIOR.PA,ELIS.PA,ENGIE.PA,EPED.PA,ERMT.PA,ERYP.PA,ESIG.PA,ESLX.PA,ESSF.PA,ETL.PA,EUCAR.PA,EUFI.PA,EURA.PA,EXEP.PA,EXHO.PA,FALG.PA,FDJ.PA,FGA.PA,FNAC.PA,FOUG.PA,FPN.PA,GENX.PA,GEPH.PA,GETP.PA,GFCP.PA,GNFT.PA,GOEG.PA,GRBT.PA,GTCN.PA,GTT.PA,GVI.PA,HIGH.PA,HOP.PA,HRMS.PA,IMTP.PA,JCDX.PA,LEGD.PA,LTEN.PA,LVMH.PA,MICP.PA,MRSP.PA,MT.AS,ORAN.PA,OREP.PA,ORP.PA,PERP.PA,PRTP.PA,PUBP.PA,PYHE.PA,RENA.PA,SAF.PA,SASY.PA,SCHN.PA,SCOR.PA,SEVI.PA,SFPI.PA,SGEF.PA,SGOB.PA,SIGHT.PA,SOGN.PA,SOLB.BR,STDM.PA,STLA.PA,STM.PA,TCFP.PA,TEPRF.PA,UBIP.PA,URW.AS,VIE.PA,VIV.PA,VLOF.PA,WLN.PA,YAS.PA
LATEST_0,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Mar-21,31-Dec-20,30-Jun-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Mar-21,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,30-Jun-21,31-Dec-20,31-Dec-20,30-Jun-21,,31-Mar-21,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,30-Jun-21,31-Dec-20,31-Dec-20,30-Sep-20,31-Dec-20,31-Mar-21,31-Dec-20,31-Dec-20,31-Dec-20,31-Aug-20,31-Dec-20,30-Sep-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,30-Sep-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Mar-21,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,30-Sep-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,30-Jun-21,31-Dec-20,31-Dec-20,31-Dec-20,30-Sep-20,31-Aug-20,31-Dec-20,31-Dec-20,31-Mar-21,31-Dec-20,31-Dec-20,31-Dec-19,31-Mar-21,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,30-Jun-21,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Mar-21,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20,31-Dec-20
LATEST_1,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Mar-20,31-Dec-19,30-Jun-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Mar-20,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,30-Jun-20,31-Dec-19,31-Dec-19,30-Jun-20,,31-Mar-20,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,30-Jun-20,31-Dec-19,31-Dec-19,30-Sep-19,31-Dec-19,31-Mar-20,31-Dec-19,31-Dec-19,31-Dec-19,31-Aug-19,31-Dec-19,30-Sep-19,31-Dec-19,31-Aug-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,30-Sep-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Mar-20,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,30-Sep-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,30-Jun-20,31-Dec-19,31-Dec-19,31-Dec-19,30-Sep-19,31-Aug-19,31-Dec-19,31-Dec-19,31-Mar-20,31-Dec-19,31-Dec-19,31-Dec-18,31-Mar-20,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-18,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,30-Jun-20,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Mar-20,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19,31-Dec-19
LATEST_2,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Mar-19,31-Dec-18,30-Jun-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Mar-19,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,30-Jun-19,31-Dec-18,31-Dec-18,30-Jun-19,,31-Mar-19,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,30-Jun-19,31-Dec-18,31-Dec-18,30-Sep-18,31-Dec-18,31-Mar-19,31-Dec-18,31-Dec-18,31-Dec-18,31-Aug-18,31-Dec-18,30-Sep-18,31-Dec-18,31-Aug-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,30-Sep-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Mar-19,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,30-Sep-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Jan-18,31-Dec-18,31-Dec-18,30-Jun-19,31-Dec-18,31-Dec-18,31-Dec-18,30-Sep-18,31-Aug-18,31-Dec-18,31-Dec-18,31-Mar-19,31-Dec-18,31-Dec-18,31-Dec-17,31-Mar-19,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-17,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,30-Jun-19,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Mar-19,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18,31-Dec-18
LATEST_3,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Mar-18,31-Dec-17,30-Jun-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Mar-18,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,30-Jun-18,31-Dec-17,31-Dec-17,30-Jun-18,,31-Mar-18,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,30-Jun-18,31-Dec-17,31-Dec-17,30-Sep-17,31-Dec-17,31-Mar-18,31-Dec-17,31-Dec-17,31-Dec-17,31-Aug-17,31-Dec-17,30-Sep-17,31-Dec-17,31-Aug-17,31-Dec-17,31-Dec-16,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,30-Sep-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Mar-18,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,30-Sep-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Jan-17,31-Dec-17,31-Dec-17,30-Jun-18,31-Dec-16,31-Dec-17,31-Dec-17,30-Sep-17,31-Aug-17,31-Dec-17,31-Dec-17,31-Mar-18,31-Dec-17,31-Dec-17,31-Dec-16,31-Mar-18,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-16,31-Dec-16,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,30-Jun-18,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-16,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-16,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Mar-18,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17,31-Dec-17
LEADER_AGE_AVG,54.375,,61.0,52.714285714285715,58.333333333333336,54.3,57.5,57.63333333333333,57.11538461538461,53.45454545454545,56.0,52.5,55.1764705882353,66.75,54.0,59.625,,60.3,52.5,51.0,57.8,73.0,56.0,55.5,57.5,58.0,62.55555555555556,,55.285714285714285,51.833333333333336,51.833333333333336,57.09090909090909,55.5,58.0,59.25,50.916666666666664,57.1,57.04545454545455,57.69230769230769,57.25,60.1,,60.05555555555556,57.77777777777778,59.76470588235294,,61.0,51.666666666666664,63.0,60.125,,62.833333333333336,57.142857142857146,57.36842105263158,53.333333333333336,51.333333333333336,68.0,55.30769230769231,60.2,60.0,55.666666666666664,69.0,60.5,56.666666666666664,55.411764705882355,57.06666666666667,,56.44444444444444,57.92857142857143,51.77272727272727,58.56521739130435,57.583333333333336,56.75,61.666666666666664,61.63636363636363,59.05882352941177,59.2,55.84615384615385,57.5,61.857142857142854,59.53846153846154,,57.38461538461539,,59.0625,,55.86666666666667,61.4,68.5,55.333333333333336,60.111111111111114,59.4,63.0,56.6,62.0,54.30769230769231,61.714285714285715,57.0,,52.22222222222222,66.66666666666667,52.458333333333336,56.07142857142857,55.833333333333336,58.35294117647059,60.63636363636363,60.23076923076923,58.07692307692308,70.5,58.0,53.285714285714285,53.857142857142854,54.38461538461539,52.86666666666667,52.588235294117645,59.44444444444444,58.5,55.45652173913044,59.73684210526316,57.75,54.851851851851855,52.31578947368421,57.80952380952381,55.5,60.65384615384615,57.45454545454545,63.75,55.425,59.166666666666664,57.57142857142857,56.095238095238095,58.70967741935484,60.94444444444444,63.333333333333336,55.357142857142854,56.5625,61.294117647058826,54.85,57.5,56.95652173913044,51.5
LEADER_APPOINTED_AVG,2017.7333333333333,2014.2857142857142,2018.6666666666667,2018.1333333333334,2017.2,2017.3666666666666,2018.0416666666667,2017.3333333333333,2017.2307692307693,2018.8,2016.4,2017.6363636363637,2020.0,2013.0,2020.0,2017.825,2005.0,2017.1818181818182,2016.5,2018.0,2018.6875,2014.25,2010.0,2011.1666666666667,2019.25,2018.3548387096773,2010.888888888889,2016.5,2014.5714285714287,2011.3,2017.3125,2016.6,2012.0,2016.7837837837837,2010.125,2015.4615384615386,2017.2307692307693,2018.095238095238,2017.8,2008.0,2017.2549019607843,2011.4,2018.0588235294117,2017.6129032258063,2017.0,2005.3333333333333,2008.4285714285713,2016.7142857142858,2011.5,2017.2727272727273,2021.0,2007.1666666666667,2013.4347826086957,2017.2916666666667,2018.2857142857142,2019.0625,2010.3846153846155,2018.2307692307693,2016.3636363636363,2010.4,2018.6923076923076,2013.0,2010.8333333333333,2016.4285714285713,2017.0434782608695,2016.6333333333334,2016.2857142857142,2011.7142857142858,2018.1363636363637,2017.5263157894738,2017.6538461538462,2016.7272727272727,2017.0,2017.2,2018.2666666666667,2018.6190476190477,2019.5,2017.235294117647,2019.4615384615386,2015.2,2017.375,2018.8125,2016.7916666666667,2016.6666666666667,2018.5333333333333,2015.3333333333333,2016.7222222222222,2017.125,2014.6,2011.4,2018.25,2017.2608695652175,2017.4285714285713,2018.65,2012.25,2017.1666666666667,2006.125,2019.0,2016.0,2013.3636363636363,2007.2222222222222,2013.2173913043478,2017.2608695652175,2015.9444444444443,2017.0,2017.7857142857142,2012.72,2017.9285714285713,2006.3333333333333,2017.2142857142858,2017.2592592592594,2018.6666666666667,2017.0,2018.3846153846155,2015.9130434782608,2017.7058823529412,2007.75,2018.313725490196,2017.578947368421,2017.8846153846155,2017.68,2018.1666666666667,2018.2916666666667,2015.75,2017.975,2017.4137931034484,2019.8333333333333,2017.8285714285714,2015.65,2016.625,2021.0,2017.3870967741937,2015.9,2016.9333333333334,2016.9285714285713,2019.875,2015.695652173913,2016.7142857142858,2016.375,2018.5483870967741,2011.142857142857
LONG_TERM_DEBT/DEBTS_0,91.38297872340425,78.94736842105263,100.0,72.9199372056515,89.28571428571429,86.75922474841595,84.70509830056648,89.00091167480024,82.50685642280038,94.57755359394703,95.2091526635681,34.21052631578947,76.53688524590164,100.0,87.23404255319149,78.17080466646725,44.18604651162791,91.42857142857143,100.0,62.96296296296296,71.63357578140358,65.38461538461539,50.0,86.20689655172414,84.50704225352112,,88.46153846153847,91.03641456582633,,82.99319727891157,23.076923076923077,73.18087318087318,100.0,,66.66666666666667,69.08259631239694,77.30398899587345,87.1504157218443,80.57381948595338,81.04575163398692,,33.753943217665615,86.3143931019235,69.77919499428434,84.25293530811143,86.20689655172414,88.20960698689956,83.21342925659472,93.23308270676692,5.3977272727272725,16.666666666666668,59.25925925925926,76.26459143968872,,,85.53299492385787,63.888888888888886,76.53882132834424,98.07493272614366,81.3655761024182,71.42857142857143,71.42857142857143,66.66666666666667,91.0,91.08009708737865,82.42899178240917,44.44444444444444,63.41463414634146,94.19167473378509,88.84864165588615,79.31888871316359,80.67687348912168,91.12574474756977,82.6086956521739,79.6875,90.24800336275746,30.303030303030305,99.12429378531074,46.85065657689739,92.4857324032974,91.22612172367836,28.49462365591398,95.94275829532945,66.66666666666667,93.73848987108656,62.19512195121951,69.5753798208025,78.34566240753195,0.0,60.0,96.65697674418605,98.46588615260396,78.46452328159646,97.8021978021978,56.52173913043478,90.08498583569406,60.0,83.33333333333333,100.0,28.30188679245283,82.5,86.8920521945433,85.99078341013825,76.4276513525118,75.60029553010713,52.325581395348834,65.97833626807534,80.0719174109732,61.71875,79.65427690310014,78.59609248655973,51.1783189316575,87.44300911854103,96.9254820218864,76.08268733850129,82.73943767854458,70.1923076923077,20.685367938456757,64.33566433566433,87.35879278367898,,,79.09721296172823,75.22935779816514,87.55454432115697,80.77956989247312,84.21052631578948,,92.10826210826211,95.90443686006826,80.67433821092011,69.78314966228226,68.55751513556199,82.81345565749236,90.44890162368672,94.79101106956425,60.81704260651629,68.2923640167364,63.60348512247246,78.29813924315283,87.5
LONG_TERM_DEBT/DEBTS_1,81.6032887975334,100.0,100.0,90.53757542512342,85.71428571428571,82.88747931605074,82.59272097053726,84.29530201342281,86.09706083390294,85.03597122302158,78.2422646477946,53.23741007194245,75.51892551892551,100.0,94.21487603305785,91.36353967241013,55.0,93.04347826086956,100.0,77.77777777777777,65.99040944300997,63.888888888888886,76.92307692307692,63.1578947368421,88.46153846153847,,84.93150684931507,90.52287581699346,,69.62025316455696,,25.844594594594593,100.0,,69.23076923076923,79.38822184105203,81.92934782608695,75.19502842787254,87.53372908796545,,,39.261744966442954,77.08842208109428,68.95268769435806,85.02150181938471,80.0,83.05785123966942,63.42342342342342,90.18181818181819,7.967032967032967,,61.64383561643836,11.940298507462687,,,90.12875536480686,63.888888888888886,76.31298162418494,98.43159486016629,79.21760391198045,88.0,22.22222222222222,75.0,5.504587155963303,85.35836177474403,83.56485604036806,40.0,51.724137931034484,97.56888168557536,87.57276638825614,77.83629523933065,78.95389704362208,73.79775280898876,91.66666666666667,68.65671641791045,90.10090281465746,28.846153846153847,83.02101078932425,38.24063976735732,87.15052245128494,89.69926592469808,38.0,94.73173100267056,100.0,34.48795180722892,70.20725388601036,86.8553172067549,71.22668174109667,0.0,70.83333333333333,96.34703196347031,98.52316407040259,74.90034364261169,97.22222222222223,67.32673267326733,90.18567639257294,50.0,100.0,,65.21739130434783,72.72727272727273,81.0692375109553,79.82195845697329,73.27003540392661,85.36817102137768,45.06578947368421,61.319595799484844,83.49063452882243,55.416666666666664,79.99302649930264,80.23568884102394,56.72210672210672,87.56605197886337,88.564570331253,71.3678844519966,76.9833729216152,73.86934673366834,14.908198230450571,51.4639175257732,81.47492398291058,,,79.52408505713872,74.75728155339806,85.66706823587558,82.94353275617004,90.0,,74.92246344705362,60.869565217391305,62.204480272847064,60.36036036036036,68.63245138667517,85.8579305870905,82.70042194092827,92.34738399666122,63.4502235820193,76.2189292543021,91.39250982826402,93.28756674294432,40.0
LONG_TERM_DEBT/DEBTS_2,85.44378698224853,100.0,100.0,68.67379945260015,66.66666666666667,84.80195177956372,86.61778863956158,84.09317502039336,82.12642457705104,86.9328493647913,91.78586023702493,64.66165413533835,21.699544764795146,,95.83333333333333,80.93635698610095,48.38709677419355,96.92307692307692,,83.33333333333333,80.86009597637505,52.63157894736842,39.39393939393939,58.333333333333336,96.07843137254902,,85.41666666666667,91.54929577464789,,70.0,,80.1223241590214,,,80.0,80.1091511548582,82.01754385964912,78.0171358629131,84.17882054533925,,,53.46534653465346,97.52755436401549,64.3121328595257,78.25955353764661,75.0,91.69811320754717,70.09345794392523,97.88359788359789,10.19108280254777,,20.398009950248756,86.3013698630137,,,83.66336633663366,64.70588235294117,82.53931544865866,65.0,65.0,,,100.0,0.0,88.16733067729083,85.99885111846996,66.66666666666667,23.529411764705884,95.70990806945863,87.25379853685988,83.01628705942233,72.41379310344827,81.70028818443804,,81.81818181818181,70.94002104524728,26.470588235294116,76.6613744613291,46.524064171122994,87.61482420019006,91.72292339301438,41.717791411042946,88.75784190715181,,92.3076923076923,77.42782152230971,94.47513812154696,79.33046256424504,0.0,,99.48006932409012,98.96006655574043,72.5826028320971,98.19277108433735,64.28571428571429,46.265060240963855,18.181818181818183,100.0,,60.0,33.333333333333336,,91.68198529411765,79.89473684210526,88.00239952009598,6.542056074766355,54.52646871878689,81.94945848375451,38.53658536585366,74.62949611471602,68.81591936405674,1.04754230459307,88.16721368111936,85.16214427531436,80.72810590631364,88.90033479268607,31.08108108108108,11.679164689131467,64.31696645600388,89.41419543023821,,,77.91563275434243,77.0,81.27901193633953,83.21683360956979,100.0,,83.46456692913385,38.92617449664429,59.65721365638767,92.33193277310924,88.23744961524368,96.27705627705627,66.26954579300074,87.63125763125763,67.89919058130978,81.54974946313529,72.79983196807393,48.582995951417004,
LONG_TERM_DEBT/DEBTS_3,91.51343705799151,100.0,,,71.42857142857143,90.19507186858316,,81.07063563851656,83.3300059892194,82.56,90.21651964715316,64.66165413533835,68.18980667838314,,97.47899159663865,86.67279411764706,,75.0,,,63.54326676907322,50.0,83.87096774193549,0.0,100.0,,90.38461538461539,93.95348837209302,,61.53846153846154,,83.54700854700855,,,26.666666666666668,87.11005739955078,66.30434782608695,85.9709026128266,91.46590445079624,,,46.2962962962963,82.53262158956109,70.05009633911368,83.07249712313003,60.0,83.68200836820084,47.57281553398058,98.4251968503937,36.53846153846154,100.0,42.465753424657535,88.88888888888889,,,87.3170731707317,37.5,82.81691643112367,100.0,59.53307392996109,,,,0.0,93.475935828877,87.4890053829645,16.666666666666668,38.888888888888886,95.79306424104605,55.63056980826357,76.34138880391556,79.14809311540367,70.1401050788091,0.0,72.34042553191489,87.99368088467615,30.232558139534884,74.70841006752609,44.60227272727273,75.0,95.72078907435508,50.303030303030305,84.88863828587539,,93.69369369369369,65.99423631123919,99.76608187134502,80.06209949131268,0.0,,1.8309859154929577,98.52872489490892,81.73235780033042,98.13664596273291,42.857142857142854,81.30311614730878,50.0,,,71.42857142857143,41.666666666666664,,74.83044461190656,58.791581805838426,80.8308799476611,14.035087719298245,60.86731167933656,82.68010451661067,75.78125,78.45761138613861,70.55871618720481,1.1073253833049403,90.78585461689588,94.1115299623034,81.87078109932497,91.27134724857684,82.92682926829268,10.134092321260347,73.5067437379576,91.8185318275154,,,81.69548713622945,80.88235294117646,77.8245417134306,81.4999183939938,100.0,,75.29578797917652,38.9937106918239,59.68504813310334,93.03834808259587,,92.15946843853821,72.10200927357033,86.09283515422224,66.25796959293771,95.07523939808482,75.50304164716893,6.521739130434782,0.0
LONG_TERM_INVEST/ASSETS_0,1.4857142857142858,0.0,1.408450704225352,11.511473544471837,0.0,13.511039310716209,9.825151005949408,3.3928039455827346,1.8176620530290397,4.962025316455696,1.1390159648959015,0.11185682326621924,5.401526289995099,91.66666666666667,0.0,60.315702021600664,0.0,21.52269399707174,36.36363636363637,1.075268817204301,3.679593975837149,0.5249343832020997,0.6134969325153374,1.1627906976744187,0.0,,1.4311270125223614,0.70298769771529,,0.1865671641791045,0.046104195481788846,0.9931245225362872,0.0,,0.2560819462227913,21.49855708583179,0.4961659900766802,5.098097137089826,1.5991471215351811,2.2123893805309733,,0.4622496147919877,0.742461510430901,5.553921156594099,2.028377625585739,0.0,67.12328767123287,4.323780794369029,2.983425414364641,3.03975058456742,0.0,6.366723259762309,1.3531799729364005,,,1.6968325791855203,0.0,3.441181971198803,0.2159827213822894,1.1733333333333333,10.661764705882353,0.0,0.0,5.714285714285714,2.078913873568095,11.613613999758083,0.0,0.5952380952380952,0.7064142413111049,0.0,10.29429045188077,1.588065447545717,1.8049984572662758,1.25,0.0,0.24656905845024657,7.230255839822025,0.9754087099876356,0.41296060991105465,0.6530612244897959,22.346732215153267,0.6544502617801047,6.448452717109434,0.0,20.220841959972393,1.1904761904761905,0.4476150510560918,2.1559265739450195,94.44444444444444,0.0,0.47379330766952915,4.566890047158104,88.01916144007112,0.5050505050505051,3.0303030303030303,1.693121693121693,0.0,1.098901098901099,0.0,0.0,1.6260162601626016,4.425339366515837,1.9453583178372194,5.493741307371349,0.007747733787867049,3.5315985130111525,2.2581921579814304,4.45996775926921,0.3597122302158273,11.939989275093843,2.5804535286309673,21.78599275329083,1.6385712601673936,2.242822036270881,6.1524727727191575,0.7161566261065615,0.5802707930367504,14.004164614600343,6.0661253193696085,1.8589178286722141,,,5.890287769784172,0.5692599620493358,2.178467613667526,1.0940649035495413,0.0,,3.5909957122439256,0.4235907461713913,2.134763862428557,0.2286684960146348,4.316659854748955,0.7545558086560364,0.3071253071253071,86.63337814480506,13.45149130348522,20.431771680394522,1.9737889319255053,0.6101281269066504,0.0
LONG_TERM_INVEST/ASSETS_1,1.7055144968732234,0.0,1.9607843137254901,13.683002080792136,0.0,9.52182456976121,15.019797393561696,4.564828371563364,1.832089039527321,5.73208722741433,1.0840849048009475,0.11560693641618497,5.788745387453875,88.88888888888889,0.0,60.52512262478876,0.0,20.362622036262202,34.883720930232556,0.0,9.904016301142152,0.5376344086021505,0.7142857142857143,1.2048192771084338,0.0,,0.8802816901408451,0.5928853754940712,,0.22727272727272727,,0.8198889182755885,0.0,,0.13089005235602094,18.63879385927212,0.7366482504604052,5.174772036474164,1.6739963115335508,,,0.5128205128205128,0.7058174800110284,5.955619462148298,2.320017803493936,0.0,64.29942418426104,5.588714053174172,2.599009900990099,2.8612303290414878,0.0,11.55378486055777,5.555555555555555,,,2.86144578313253,0.0,5.56192407742163,0.3892733564013841,1.7341040462427746,6.642066420664206,0.0,0.0,4.1450777202072535,1.6205266711681297,10.967278194695401,0.0,0.6451612903225806,0.8599838753023381,0.0,10.161896954184476,1.9459333488697272,0.8861394415649557,0.0,0.4291845493562232,0.2795580320635947,5.330272889568987,0.42210790133227805,0.49427365883062085,0.6902722740636584,21.208198489751886,0.704225352112676,9.068529226541479,0.0,20.938375350140056,0.5319148936170213,0.6965174129353234,2.345104480335797,89.47368421052632,0.0,0.5732801595214357,5.067862034615864,86.72631270167204,0.32362459546925565,1.4285714285714286,1.4880952380952381,0.0,1.4367816091954022,0.0,0.4132231404958678,2.0408163265306123,5.201902641433053,2.0203371688520204,5.25844039438303,0.16917611233293858,2.5365853658536586,2.8360637052234554,4.669002746472204,0.17667844522968199,8.305273695226829,2.3421178366325965,24.426487708005205,1.5613178347891876,1.7446471054718478,5.274790039781936,0.6797513702195414,0.684931506849315,18.183529642877605,5.837693888992711,4.703910019869429,,,6.050401302127182,0.38910505836575876,2.224684342741803,6.192105315807375,0.0,,3.0459473412493545,0.7588075880758808,2.1010974664436377,0.2755037783375315,4.89703103481408,0.8272859216255443,0.3607103218645949,86.56677384120732,9.112850142616836,15.401917206662025,2.225982128694549,1.2363636363636363,0.0
