,ABIO.PA,ABS.PA,ABVX.PA,ACCP.PA,ADOC.PA,ADP.PA,AIR.PA,AIRF.PA,AIRP.PA,AKA.PA,AKE.PA,AKW.PA,ALSO.PA,ALTUR.PA,AMPLI.PA,AMUN.PA,ASTP.PA,ASY.PA,ATAR.PA,ATEME.PA,ATOS.PA,AUBT.PA,AUER.PA,AURS.PA,AVQ.PA,AXAF.PA,AXW.PA,BATD.PA,BDRP.PA,BGBN.PA,BICP.PA,BIOX.PA,BITI.PA,BNPP.PA,BOIR.PA,BOLL.PA,BOND.PA,BOUY.PA,BVI.PA,CAFO.PA,CAGR.PA,CAPLI.PA,CAPP.PA,CARR.PA,CASP.PA,CATGR.PA,CBOT.PA,CDAF.PA,CGDM.PA,CHBE.PA,CIBP.PA,CITT.PA,CNIM.PA,CNPP.PA,COFA.PA,CRIP.PA,CTRG.PA,DANO.PA,DAST.PA,DBG.PA,DBV.PA,DMSP.PA,DTNC.PA,ECP.PA,EDEN.PA,EDF.PA,EGID.PA,EKI.PA,ELIOR.PA,ELIS.PA,ENGIE.PA,EPED.PA,ERMT.PA,ERYP.PA,ESIG.PA,ESLX.PA,ESSF.PA,ETL.PA,EUCAR.PA,EUFI.PA,EURA.PA,EXEP.PA,EXHO.PA,FALG.PA,FDJ.PA,FGA.PA,FNAC.PA,FOUG.PA,FPN.PA,GENX.PA,GEPH.PA,GETP.PA,GFCP.PA,GNFT.PA,GOEG.PA,GRBT.PA,GTCN.PA,GTT.PA,GVI.PA,HIGH.PA,HOP.PA,HRMS.PA,IMTP.PA,JCDX.PA,LEGD.PA,LTEN.PA,LVMH.PA,MICP.PA,MRSP.PA,MT.AS,ORAN.PA,OREP.PA,ORP.PA,PERP.PA,PRTP.PA,PUBP.PA,PYHE.PA,RENA.PA,SAF.PA,SASY.PA,SCHN.PA,SCOR.PA,SEVI.PA,SFPI.PA,SGEF.PA,SGOB.PA,SIGHT.PA,SOGN.PA,SOLB.BR,STDM.PA,STLA.PA,STM.PA,TCFP.PA,TEPRF.PA,UBIP.PA,URW.AS,VIE.PA,VIV.PA,VLOF.PA,WLN.PA,YAS.PA
DEPRECIATION_AMORTIZATION_IN_OP_COST_0,21.614583333333332,,0.0,8.446362515413071,,30.50412987752777,,16.01123595505618,12.693792693792695,4.303646144650329,0.5216913783635365,4.9397590361445785,1.0017678255745432,0.0,20.87912087912088,2.3375834851244686,2.395209580838323,3.111111111111111,19.23076923076923,4.3478260869565215,7.947963156395404,1.8087855297157622,5.369127516778524,3.658536585365854,1.7897091722595078,,6.810035842293907,13.314447592067989,,11.83206106870229,,0.6625097427903351,3.0303030303030303,,1.4736842105263157,7.190881161227125,4.140246176799701,6.526660708966339,8.633436680181255,7.023411371237458,,1.1627906976744187,0.7876760072494075,2.8778306239795555,3.6980114171005583,5.333333333333333,1.2345679012345678,20.385674931129476,13.052631578947368,7.197763801537387,0.0,2.4263431542461005,2.3224043715846996,,,0.6527415143603134,2.479338842975207,,10.41776837652036,4.902368093061903,12.5,5.555555555555555,6.666666666666667,,11.88212927756654,16.633924734483394,3.5714285714285716,11.235955056179776,4.608938547486034,3.4611090435429848,8.568901337854273,0.6319005624609402,6.957167615746472,,23.4375,,0.9639414494823277,57.223476297968396,6.7669172932330826,8.810872027180068,13.082039911308204,2.9411764705882355,0.12463647694225176,0.0,,18.65671641791045,,7.717208338728473,0.0,5.47945205479452,,27.352941176470587,2.179176755447942,1.1111111111111112,7.083333333333333,8.805970149253731,3.0927835051546393,3.125,0.0,5.645161290322581,3.10077519379845,10.82020389249305,9.344262295081966,48.932038834951456,,2.9837251356238697,,0.45630966117696425,6.741573033707865,,23.178862009850608,,14.558610709117222,,,9.576746557878634,0.4608294930875576,2.6585810647507304,9.214212939378502,7.693301188221112,3.062842644193738,,8.869482564011168,4.246284501061571,7.646307057944106,,,,3.535986125831005,,1.4820611320575752,0.7233474293345203,0.6288532675709001,9.600154529650377,28.335056876938985,0.02508151492350138,,,4.31971789597414,11.541533546325878,2.6315789473684212
DEPRECIATION_AMORTIZATION_IN_OP_COST_1,19.143576826196472,,0.0,9.718518518518518,,21.221331859629732,,11.234195347415868,11.669305957516519,3.3333333333333335,0.44125063035804335,3.952569169960474,0.9143155694879833,,16.50485436893204,2.253683906385438,1.5228426395939085,2.5531914893617023,14.285714285714286,3.278688524590164,7.567715959004392,1.856763925729443,4.324324324324325,2.727272727272727,1.745635910224439,,7.017543859649122,11.39240506329114,,11.570247933884298,,0.7378472222222222,5.2631578947368425,,1.2244897959183674,7.678934871099051,4.069767441860465,5.837220213617421,6.966651439013248,1.6891891891891893,,1.092896174863388,0.5751654585565711,2.835083300250517,3.4120054177113053,4.3478260869565215,1.0869565217391304,16.97860962566845,13.141683778234086,5.882352941176471,0.0,1.7380245866892752,2.607561929595828,,,0.3367003367003367,2.3529411764705883,,7.613104524180967,3.3755274261603376,3.2432432432432434,5.882352941176471,7.142857142857143,,11.141304347826088,15.513237343241988,3.0303030303030303,8.791208791208792,2.9853862212943634,2.9871011541072643,7.975949771203576,0.3342285884810504,8.222350897510132,,0.0,,0.8044889129259059,67.00379266750949,5.445366029570862,8.94961143143645,10.15498496414527,1.9607843137254901,0.40679588418281887,0.0,,9.68421052631579,,6.213812451501224,0.0,5.633802816901408,,26.775147928994084,-1.329243353783231,5.1020408163265305,7.063197026022305,7.5816993464052285,4.761904761904762,3.389830508474576,0.0,4.40251572327044,2.0618556701030926,8.934859154929578,8.55550169655841,41.59233564585398,,2.5157232704402515,,0.4243611266554747,5.753968253968254,,23.091329734493776,,13.910597061581745,,,8.115882473803165,0.3448275862068966,1.7693487449968204,6.879526003949967,6.575667999768156,2.752641104423587,,9.146268656716417,4.0,7.055164891271554,,,,3.583539547245899,,1.3161210288616232,0.6924069944842155,0.6743450498299218,10.20278833967047,31.318016928657798,0.07833920877399138,,,2.2044521288091636,11.07160995429152,2.3255813953488373
DEPRECIATION_AMORTIZATION_IN_OP_COST_2,17.53846153846154,,0.0,3.73948270489249,,22.106722106722106,,11.556736731899814,9.963890769577974,1.4840989399293287,,3.4378159757330637,0.9003131524008351,,12.0,0.7546115148127446,0.4694835680751174,0.7177033492822966,11.11111111111111,1.8181818181818181,4.422040327410661,0.554016620498615,3.30188679245283,1.1111111111111112,0.8,,4.528301886792453,11.11111111111111,,10.31390134529148,,0.8192771084337349,0.0,,1.0040160642570282,6.5644708373613225,3.3446072904922963,5.980549131234063,4.81000481000481,1.7605633802816902,,0.5847953216374269,0.6278252134605726,1.8638452204027651,3.4513274336283186,3.9215686274509802,1.5151515151515151,17.1875,9.492273730684326,5.421184320266889,0.0,0.96964586846543,2.723146747352496,,,0.0,0.9345794392523364,,6.312292358803987,2.975557917109458,1.9138755980861244,3.4482758620689653,0.0,,8.016877637130802,13.908260952260191,3.0303030303030303,9.523809523809524,2.974592026440818,3.8781163434903045,8.278413902286367,0.06092360180333861,7.5375375375375375,,0.7575757575757576,,0.7189455465317535,65.15723270440252,1.71875,6.104294478527607,9.125094008523439,1.9305019305019304,0.25244719216898504,0.0,,8.816120906801007,,5.727923627684964,0.0,4.225352112676056,,25.21865889212828,-2.869757174392936,1.3157894736842106,5.138339920948616,6.536856745479833,4.054054054054054,3.488372093023256,0.0,1.2578616352201257,0.704225352112676,9.58832725377801,5.663603334045736,40.33910279053338,,0.7299270072992701,,0.20022589588253414,4.291845493562231,,19.279382797110966,,5.884330867518494,,,6.880203515263645,0.38022813688212925,1.4678865373309817,6.410392364793213,7.302990226121738,1.4603117720838559,,7.447070408665682,2.8680688336520075,5.714722675367048,,,,1.9102104140405314,,1.3833203488703518,0.6619328439042003,0.7440890125173852,6.243680485338726,31.73190984578885,0.09784735812133072,,,1.7244256550036157,7.595772787318362,0.0
DEPRECIATION_AMORTIZATION_IN_OP_COST_3,16.352201257861637,,0.0,5.303030303030303,,23.196881091617932,,10.661096282542262,10.254486698597727,1.5091342335186657,,3.303964757709251,0.7766167749223383,,10.638297872340425,0.7166123778501629,0.6289308176100629,0.5249343832020997,6.666666666666667,2.3255813953488373,5.0085423972664325,0.31347962382445144,3.0303030303030303,0.0,0.0,,4.411764705882353,11.650485436893204,,5.6521739130434785,,0.9123162696401419,0.0,,1.016260162601626,5.452328417140866,3.3120060218291307,5.082155139472679,4.971834435464119,2.3076923076923075,,0.0,0.5730911655792629,1.9109311740890689,8.777101814381046,4.878048780487805,0.0,17.199391171993913,9.132420091324201,5.585106382978723,0.0,1.002615518744551,2.975206611570248,,,,1.2552301255230125,,6.4025610244097635,3.067484662576687,1.6483516483516483,3.3333333333333335,0.0,,8.129175946547884,14.407223019154502,0.0,5.0,3.4231018818948735,3.8035628310062592,6.977357893070143,0.0062889126470033335,7.7840344484928785,,0.7874015748031497,,0.843000773395205,60.526315789473685,1.3254113345521024,6.106573317775185,7.145409074669525,1.8703241895261846,,,,8.645533141210375,,6.1422728600642715,0.0,4.411764705882353,,22.75449101796407,-0.3469812630117974,1.5873015873015872,4.123711340206185,5.364511691884457,4.054054054054054,3.225806451612903,0.0,0.7299270072992701,0.6896551724137931,4.604356217259443,6.607001842590155,8.321529745042493,,0.7190265486725663,,,4.358353510895884,,18.97397522241623,,5.616740088105727,,,2.620380739081747,0.4329004329004329,1.4846081071246635,5.648745519713262,6.1347272906598285,1.244601309617796,,7.608111737845824,2.978723404255319,5.858063095303639,,,,4.016786570743405,,1.3133455803992815,0.6879471656576774,0.7876250620875612,6.562091503267974,33.86348575215374,-0.24213075060532688,,,1.561220909835107,7.613469985358711,0.0
GROWTH_NET_INCOME_YEAR-1_0,125.0,71.42857142857143,123.33333333333333,-429.37365010799135,,-198.8095238095238,83.18649045521292,-2440.689655172414,108.65684962070505,-230.13698630136986,61.141804788213626,137.09677419354838,52.890792291220556,-inf,175.0,94.78623566214807,250.0,-81.48148148148148,-250.0,0.0,16.176470588235293,100.0,400.0,150.0,inf,82.0539419087137,160.0,275.0,,87.5,52.84090909090909,148.52941176470588,194.44444444444446,86.4676373424691,65.0,178.57142857142858,105.55555555555556,58.78378378378378,34.059945504087196,55.0,55.573905862923205,inf,111.79906542056075,56.92717584369449,61.28808864265928,55.55555555555556,116.66666666666667,-167.74193548387098,500.0,-163.26530612244898,,1.3888888888888888,65.0,95.67682494684621,56.16438356164384,273.3333333333333,-40.0,101.39968895800934,79.83739837398375,38.18181818181818,92.44186046511628,166.66666666666666,,-128.42105263157896,76.28205128205128,12.609117361784675,-0.0,300.0,-178.22878228782287,2.112676056338028,-155.93908629441626,-64.17657045840407,366.8478260869565,,-5.0,7.899628252788104,-3213.0434782608695,72.05387205387206,-2220.689655172414,276.4102564102564,-140.7079646017699,-250.0,-47.36842105263158,35.294117647058826,160.15037593984962,103.63636363636364,0.9615384615384616,51.724137931034484,100.0,166.66666666666666,639.1304347826087,-70.88607594936708,10.165016501650165,155.3846153846154,-25.0,45.945945945945944,-483.3333333333333,138.46153846153845,125.0,44.44444444444444,-800.0,90.6413612565445,24.793388429752067,-227.9245283018868,81.65467625899281,59.75609756097561,65.56965555710501,36.09366076527699,-237.5,29.86960065199674,160.51930758988016,95.01333333333334,68.6695278969957,395.75757575757575,93.15424610051993,68.48989298454221,-136.8421052631579,5679.432624113475,14.38496117695137,438.84533143264434,88.10609200165769,55.45023696682465,-64.95726495726495,566.6666666666666,38.09815950920245,32.432432432432435,,-7.943349753694581,-808.4033613445379,152.56410256410257,0.4379341588643914,179.328165374677,43.08652988403212,81.0,-82.4,-653.8531278331823,14.102564102564102,90.96651926721415,-347.9233226837061,52.41157556270097,-0.0
GROWTH_NET_INCOME_YEAR-1_1,100.0,80.76923076923077,200.0,20.734437975817286,,96.39344262295081,-44.59724950884087,69.04761904761905,106.05773781353525,146.0,76.80339462517681,101.63934426229508,68.57562408223201,0.0,88.88888888888889,112.16374269005848,25.0,142.10526315789474,100.0,400.0,540.5405405405405,96.29629629629629,-50.0,25.0,-0.0,180.1027557216254,50.0,57.142857142857146,,94.11764705882354,101.73410404624278,107.5098814229249,94.73684210526316,108.59686420409248,70.17543859649123,101.27659574468085,75.0,90.51987767584097,110.5421686746988,117.6470588235294,110.0909090909091,0.0,117.26027397260275,-201.07142857142858,1223.7288135593221,300.0,120.0,108.7719298245614,40.0,80.32786885245902,,80.0,-625.0,103.29428989751098,119.67213114754098,57.69230769230769,125.0,82.12005108556832,108.08435852372584,77.46478873239437,89.58333333333333,60.0,0.0,87.1559633027523,122.83464566929133,437.9779099405268,100.0,-inf,797.0588235294117,173.17073170731706,95.44573643410853,84.14285714285714,-353.84615384615387,,-666.6666666666666,99.35364727608496,-18.253968253968253,87.3529411764706,20.863309352517987,87.4439461883408,46.12244897959184,10.256410256410257,102.15053763440861,212.5,78.23529411764706,-550.0,69.79865771812081,115.26232114467409,100.0,150.0,68.31683168316832,121.53846153846153,150.89641434262947,82.27848101265823,-2000.0,80.43478260869566,-50.0,100.70422535211267,66.66666666666667,112.5,50.0,108.75444839857651,21.645796064400717,134.51776649746193,108.17120622568093,104.45859872611464,112.85804217815549,104.41264162194395,88.88888888888889,-47.65973975529229,153.73592630501534,96.27727856225931,105.9090909090909,22.664835164835164,62.14324178782983,91.51251360174102,82.6086956521739,-4.270139309509388,190.72486360093532,65.16488620529493,103.3847472150814,131.055900621118,105.08982035928143,23.076923076923077,109.2859537378478,354.15617128463475,,78.8158214025722,13.553530751708427,112.5,183.53658536585365,23.756906077348066,114.27115188583079,128.2051282051282,-126.26262626262626,106.9835111542192,141.8181818181818,1246.4566929133857,57.32600732600733,311.0,80.0
GROWTH_NET_INCOME_YEAR-1_2,118.91891891891892,96.29629629629629,136.36363636363637,499.5525727069351,,106.83012259194396,129.35196950444725,257.6687116564417,96.08913142337425,128.2051282051282,122.74305555555556,72.61904761904762,186.57534246575344,20.0,75.0,125.55066079295155,100.0,4.702970297029703,100.0,33.333333333333336,104.65890183028286,117.3913043478261,50.0,133.33333333333334,500.0,34.48220325334192,250.0,140.0,,212.5,60.278745644599304,106.30252100840336,105.55555555555556,96.99703570047687,73.07692307692308,33.81294964028777,100.0,120.88724584103512,107.79220779220779,inf,120.58098109070978,120.0,89.02439024390245,105.46139359698682,-118.0,300.0,62.5,183.8709677419355,45.45454545454545,103.38983050847457,,107.14285714285714,160.0,106.38629283489097,146.9879518072289,104.0,100.0,95.91670069416088,109.63391136801542,93.42105263157895,112.28070175438596,250.0,inf,132.9268292682927,105.39419087136929,37.094232587456666,inf,0.0,30.088495575221238,200.0,78.18181818181819,116.86143572621035,25.61576354679803,,150.0,104.13461538461539,-79.74683544303798,116.83848797250859,227.86885245901638,103.24074074074075,51.1482254697286,86.66666666666667,90.04149377593362,114.28571428571429,94.44444444444444,47.61904761904762,402.7027027027027,114.78102189781022,150.0,inf,19.64980544747082,116.07142857142857,52.98153034300792,143.63636363636363,6.25,100.0,70.58823529411765,122.41379310344827,66.66666666666667,114.28571428571429,100.0,115.06961506961507,151.90217391304347,102.07253886010362,108.43881856540085,106.80272108843538,118.43429636533085,98.6470588235294,112.5,112.71891418563924,106.02278893109062,108.76850041887741,247.19101123595505,92.3272035510463,208.0672268907563,106.61252900232019,135.2941176470588,63.35379892555641,28.197802197802197,51.16444866920152,108.55813953488372,112.58741258741259,113.22033898305085,52.0,108.55167394468704,25.351213282247766,,146.863863150392,82.83018867924528,129.19254658385094,103.35147522199942,747.2477064220184,144.47717231222387,100.0,71.22302158273381,42.27142271422714,110.83123425692695,10.444078947368421,62.25769669327252,95.23809523809524,83.33333333333333
GROWTH_NET_INCOME_YEAR-1_3,112.12121212121212,100.0,78.57142857142857,169.9619771863118,,131.26436781609195,237.28643216080403,20.58080808080808,119.25162689804772,325.0,134.89461358313818,97.67441860465117,126.29757785467127,-inf,-inf,119.8943661971831,266.6666666666667,1303.225806451613,28.571428571428573,300.0,103.97923875432527,109.52380952380952,inf,120.0,72.72727272727273,106.5008576329331,12.903225806451612,71.42857142857143,,100.0,115.26104417670683,132.9608938547486,60.0,100.74006751493118,101.2987012987013,157.95454545454547,122.03389830508475,147.81420765027323,96.55172413793103,0.0,103.07909604519774,166.66666666666666,89.03365906623236,-71.17962466487936,3.732736095558044,-33.333333333333336,123.07692307692308,93.93939393939394,-42.30769230769231,245.83333333333334,,112.0,40.816326530612244,107.0,202.4390243902439,100.0,200.0,142.38372093023256,116.10738255033557,633.3333333333334,129.54545454545453,200.0,0.0,68.90756302521008,133.88888888888889,111.29428270782182,,300.0,83.70370370370371,44.56521739130435,-318.0722891566265,94.03453689167975,-113.40782122905028,,28.571428571428573,127.92127921279213,57.2463768115942,82.90598290598291,51.260504201680675,124.13793103448276,92.29287090558766,132.35294117647058,113.50078492935636,100.0,102.27272727272727,65.625,3700.0,115.36842105263158,-inf,,89.70331588132635,56.0,233.08733087330873,166.66666666666666,inf,164.28571428571428,566.6666666666666,97.47899159663865,112.5,700.0,inf,111.0,126.02739726027397,86.16071428571429,113.21656050955414,131.25,131.94786030496803,101.43198090692124,40.0,256.7734682405846,62.793867120954005,115.33011272141707,30.37542662116041,113.20890165111271,219.55719557195573,-163.5673624288425,73.91304347826087,152.44223457151213,238.46960167714886,178.7215969420259,122.85714285714286,47.42951907131012,70.23809523809524,156.25,109.7005988023952,119.45080091533181,,72.43159525038719,170.69243156199678,105.22875816993464,193.62174154187466,180.16528925619835,71.77589852008457,145.79439252336448,129.90654205607476,101.2453300124533,103.65535248041776,96.81528662420382,94.8108108108108,72.91666666666667,600.0
GROWTH_YEAR-1_0,100.1980198019802,100.0,,40.03457643862682,,45.46808510638298,70.81926274865916,40.78119827871566,93.45346715328468,83.45363686840643,90.22659647516595,85.10445049954586,107.12108279478113,,86.27450980392157,94.97476871320437,87.06467661691542,94.76861167002012,87.5,106.06060606060606,96.48774594408009,102.15827338129496,78.26086956521739,75.65217391304348,115.15892420537897,84.62687124351365,99.33110367892976,114.02985074626865,,111.02661596958175,83.47870702924577,116.60433807030665,186.48648648648648,88.46771872601688,92.10053859964093,97.04544539709374,97.33707077785564,91.47090616678531,90.23337909393999,103.94736842105263,,139.30348258706468,112.19823008849558,97.31326373715304,92.07023506088926,106.49350649350649,93.63636363636364,72.01405152224824,98.60834990059642,100.59880239520957,200.0,70.41800643086816,107.48299319727892,73.14491350646071,78.89830508474576,131.30990415335464,96.22641509433963,93.4076798354886,110.80139372822299,91.090573012939,78.57142857142857,103.2258064516129,107.14285714285714,59.42028985507246,90.09840098400984,96.75389294574404,93.54838709677419,98.9247311827957,80.58094657729028,85.52270649192319,92.82859902094641,81.29221071589375,96.78561699809316,,129.41176470588235,82.97297297297297,70.1818427634692,96.47887323943662,58.23957643944408,119.20210434020167,78.2051282051282,97.16494845360825,88.00674136831557,200.0,98.15856777493606,45.73991031390135,101.93249863908547,89.13322632423755,,98.76543209876543,65.33923303834808,75.11520737327189,98.09104258443466,17.5,84.30656934306569,87.25490196078431,200.0,137.5,100.0,77.71428571428571,61.421319796954315,92.82289699259044,87.2301332108406,60.19501003728133,92.10208396254907,88.8677087304613,83.19545369852804,84.81044126786824,84.23076923076923,75.4372300502726,100.07576116293384,93.70334415693101,104.8663101604278,104.45075757575758,82.47812126172637,98.06381238069267,71.92118226600985,78.27934530133065,66.26424416288151,99.30376551247642,92.63936961484646,102.74392074452116,95.52595059672495,88.61209964412811,90.10727544971591,89.55911023418598,,,86.52355927674357,132.63888888888889,80.1168347398486,106.93804939305149,92.321069507092,107.04014939309057,139.46047678795483,78.28402366863905,95.66352802707077,101.20769908164549,84.38671253273091,115.37169256614868,105.12820512820512
GROWTH_YEAR-1_1,117.99065420560747,100.0,,123.36989640463132,,117.29473421512354,110.6283453937558,103.66797575018111,104.32630526866879,119.66777408637874,99.11524500907441,103.67231638418079,101.59811694747275,,102.0,100.33755274261604,89.33333333333333,111.93693693693693,120.0,117.85714285714286,108.82794891059353,104.25,84.7926267281106,112.74509803921569,156.10687022900763,124.38473968684411,105.65371024734982,115.91695501730104,,107.34693877551021,100.0,110.45022717885172,92.5,113.18286078801286,92.21854304635761,107.90045170257123,102.77277637738567,106.676979327802,106.33993743482795,101.67224080267559,,107.48663101604278,107.03190118966432,99.96764015856323,101.28506683494923,142.59259259259258,130.95238095238096,106.6167290886392,107.70877944325481,103.80730380730381,63.63636363636363,99.59967974379504,85.3410740203193,127.09085559924041,106.30630630630631,109.24956369982549,118.30357142857143,102.58001703784836,115.55939027897612,92.66872216512505,87.5,129.16666666666666,107.6923076923077,46.62162162162162,117.99709724238026,104.08630700551454,100.0,110.71428571428571,100.75726565697913,104.72390679859559,105.42594835606579,101.39237616982425,98.5503355704698,,73.38129496402878,160.52801624665375,99.59604120379721,96.7448902346707,103.17514510071697,120.65591113462047,107.19193770041228,92.49106078665078,107.5807321017298,inf,108.49056603773585,104.4496487119438,103.04305146543261,110.65719360568383,,106.57894736842105,113.5678391959799,100.55607043558851,102.25225225225225,571.4285714285714,108.300395256917,103.42205323193916,74.07407407407408,117.55102040816327,100.0,101.15606936416185,135.86206896551724,115.37043245055314,94.85838779956427,109.6196164728073,110.4218776054694,115.60158660202733,114.6158117285269,109.56509896495369,109.24369747899159,92.87414675206819,102.07099876755032,110.89950625533653,109.38871014916643,92.00609888913091,116.23124771313574,110.55170334639735,109.72972972972973,96.7223392953552,119.37217598097503,105.47691790229,105.59097978227061,105.86029365028921,103.94668513069067,102.367941712204,110.42081898894727,101.91267295446929,,,99.36277546685547,118.81188118811882,97.98482049052639,98.88245033112582,116.06534628484926,120.58095023643324,86.39566395663957,123.62838332114119,104.7666756579708,114.11139821992535,101.84584814892283,138.43023255813952,105.4054054054054
GROWTH_YEAR-1_2,107.26817042606517,100.0,,118.3129055515501,,110.78241636715511,107.93771813899902,101.39173464259481,103.25323111700821,112.81859070464768,105.88517895748258,103.7109375,109.88292948543425,,107.52688172043011,117.41392122863512,129.31034482758622,112.40506329113924,111.11111111111111,116.66666666666667,88.76292097365788,113.31444759206799,106.89655172413794,120.0,162.73291925465838,81.02669837161002,94.64882943143813,132.56880733944953,,100.0,95.49240568348849,105.81293706293707,105.26315789473684,101.79328829388928,97.89303079416531,125.56034247695915,100.03602305475505,107.99441120189533,102.26060993815312,75.5050505050505,,115.4320987654321,105.36526946107784,91.5912318616857,91.63359179918517,128.57142857142858,105.0,106.09271523178808,102.18818380743983,106.53973509933775,68.75,103.3085194375517,109.71337579617834,84.43385574273971,100.8174386920981,107.5046904315197,89.24302788844622,99.35112042560051,107.71375464684014,106.88392530208715,123.07692307692308,88.88888888888889,100.0,66.96832579185521,104.39393939393939,105.63089440917216,103.33333333333333,247.05882352941177,76.09406634480611,142.86365709074326,95.62071975292064,103.31328852729631,105.58390022675736,,102.96296296296296,117.9551393728223,113.03652968036529,95.03597122302158,121.48486105350477,127.2635476270616,126.9186046511628,95.9954233409611,98.59406705961929,,102.27014755959138,115.4054054054054,95.74382384532761,109.903695991671,0.0,108.57142857142857,115.3623188405797,104.55426356589147,118.50533807829181,116.66666666666667,91.00719424460432,97.76951672862454,101.25,106.06060606060606,50.0,116.10738255033557,97.31543624161074,107.51486754370157,106.76901605024425,103.95424836601308,108.6413043478261,114.3649193548387,109.82737592644713,100.30965391621129,109.93071593533487,110.7077854948383,101.27756430651753,103.5122776005841,108.95474824729126,105.27401972024765,126.35228848821082,97.12082764005466,111.22244488977955,97.70120809937043,128.38910600879336,98.4981088318931,103.94859152083417,102.47508630235133,109.80802128872838,108.92857142857143,108.01448282610824,102.36216613575104,,,102.86780772032047,112.11840888066605,104.42826066395536,115.77812387684197,104.11768568989295,106.24401913875599,106.58578856152513,131.56881616939364,104.56523491014586,111.44708423326134,103.46245401428263,110.82474226804123,102.77777777777777
GROWTH_YEAR-1_3,108.71934604904632,100.0,,168.52976913730257,,122.73498473023413,88.64691128099608,104.10931337036142,112.21462446233595,118.89483065953654,110.49767750497678,106.3343717549325,100.54749520941692,,116.25,149.57391626528343,139.2,103.94736842105263,120.0,129.72972972972974,98.8382631622312,108.28220858895706,126.875,111.84210526315789,123.84615384615384,103.96238666322452,99.33554817275747,114.13612565445027,,117.78846153846153,100.79012345679013,108.79695672848312,71.69811320754717,72.51370007113017,100.48859934853421,182.00496277915633,121.32867132867133,103.63573407202216,103.07759947241152,101.53846153846153,,128.57142857142858,99.88834835313821,102.79406910909691,105.59256175409381,127.27272727272727,125.0,104.86111111111111,106.52680652680652,111.54201292705447,106.66666666666667,112.72727272727273,116.51205936920222,104.46824572992357,91.67360532889259,105.33596837944664,100.80321285140562,113.06963179001093,105.66284779050737,127.2007452258966,130.0,72.97297297297297,118.18181818181819,158.9928057553957,115.89113257243196,91.13660941252475,136.36363636363637,188.88888888888889,108.90434192672998,145.03968253968253,91.88155459592843,90.6574024585783,121.7811529168105,,96.42857142857143,129.07940969782152,117.8898259465279,94.1096817874069,112.13953488372093,117.15299684542586,157.7981651376147,106.71550671550672,102.23758952827859,,103.952802359882,114.19753086419753,138.72229465449806,107.41595023415111,100.0,111.11111111111111,107.36514522821577,100.87976539589442,111.72962226640159,100.0,98.932384341637,104.12903225806451,125.0,98.29787234042553,200.0,96.12903225806451,97.38562091503267,106.67051134179162,103.21728691476591,102.89172831203766,110.00398565165405,113.50114416475972,113.3936170212766,105.0365906155833,100.46403712296984,120.9328942966315,99.85580917933427,104.44292823888264,110.45406546990496,96.80355160932298,87.33042635658914,105.27072844960443,109.19037199124726,114.68883554827,99.35687416575658,104.39531934516947,101.16112678359704,106.3963963963964,103.0087455945699,106.10526315789474,106.04197473214518,104.3920906556161,,,109.34793429566949,102.85442435775452,99.93572657328116,119.70457478846981,102.30448804084924,114.55193203617429,118.64290610006854,117.40112994350282,102.60883945921363,115.54672335705703,111.89539318360676,118.56378915202444,100.0
