,ACCP.PA,ADP.PA,AIR.PA,AIRP.PA,AKE.PA,AMUN.PA,ATAR.PA,ATOS.PA,AUBT.PA,AUER.PA,AXAF.PA,BGBN.PA,BICP.PA,BIOX.PA,BNPP.PA,BOIR.PA,BOUY.PA,BVI.PA,CAGR.PA,CAPP.PA,CARR.PA,DANO.PA,DAST.PA,EDEN.PA,ENGIE.PA,EPED.PA,ESLX.PA,EUFI.PA,EXHO.PA,FOUG.PA,GETP.PA,GFCP.PA,HRMS.PA,JCDX.PA,LEGD.PA,LVMH.PA,MICP.PA,MT.AS,ORAN.PA,OREP.PA,ORP.PA,PERP.PA,PRTP.PA,PUBP.PA,RENA.PA,SAF.PA,SASY.PA,SCHN.PA,SCOR.PA,SEVI.PA,SGEF.PA,SGOB.PA,SOGN.PA,SOLB.BR,STDM.PA,STLA.PA,STM.PA,TCFP.PA,TEPRF.PA,UBIP.PA,URW.AS,VIE.PA,VIV.PA,VLOF.PA,WLN.PA
LONG_TERM_DEBT/DEBTS_0,72.9199372056515,86.75922474841595,84.70509830056648,82.50685642280038,95.2091526635681,78.17080466646725,100.0,71.63357578140358,65.38461538461539,50.0,,82.99319727891157,23.076923076923077,73.18087318087318,,66.66666666666667,87.1504157218443,80.57381948595338,,86.3143931019235,69.77919499428434,76.53882132834424,98.07493272614366,91.08009708737865,79.31888871316359,80.67687348912168,90.24800336275746,92.4857324032974,95.94275829532945,78.34566240753195,98.46588615260396,78.46452328159646,86.8920521945433,76.4276513525118,75.60029553010713,65.97833626807534,80.0719174109732,79.65427690310014,78.59609248655973,51.1783189316575,87.44300911854103,96.9254820218864,76.08268733850129,82.73943767854458,20.685367938456757,64.33566433566433,87.35879278367898,,,79.09721296172823,87.55454432115697,80.77956989247312,,92.10826210826211,95.90443686006826,80.67433821092011,69.78314966228226,68.55751513556199,82.81345565749236,90.44890162368672,94.79101106956425,60.81704260651629,68.2923640167364,63.60348512247246,78.29813924315283
LONG_TERM_DEBT/DEBTS_1,90.53757542512342,82.88747931605074,82.59272097053726,86.09706083390294,78.2422646477946,91.36353967241013,100.0,65.99040944300997,63.888888888888886,76.92307692307692,,69.62025316455696,,25.844594594594593,,69.23076923076923,75.19502842787254,87.53372908796545,,77.08842208109428,68.95268769435806,76.31298162418494,98.43159486016629,85.35836177474403,77.83629523933065,78.95389704362208,90.10090281465746,87.15052245128494,94.73173100267056,71.22668174109667,98.52316407040259,74.90034364261169,81.0692375109553,73.27003540392661,85.36817102137768,61.319595799484844,83.49063452882243,79.99302649930264,80.23568884102394,56.72210672210672,87.56605197886337,88.564570331253,71.3678844519966,76.9833729216152,14.908198230450571,51.4639175257732,81.47492398291058,,,79.52408505713872,85.66706823587558,82.94353275617004,,74.92246344705362,60.869565217391305,62.204480272847064,60.36036036036036,68.63245138667517,85.8579305870905,82.70042194092827,92.34738399666122,63.4502235820193,76.2189292543021,91.39250982826402,93.28756674294432
LONG_TERM_DEBT/DEBTS_2,68.67379945260015,84.80195177956372,86.61778863956158,82.12642457705104,91.78586023702493,80.93635698610095,,80.86009597637505,52.63157894736842,39.39393939393939,,70.0,,80.1223241590214,,80.0,78.0171358629131,84.17882054533925,,97.52755436401549,64.3121328595257,82.53931544865866,65.0,88.16733067729083,83.01628705942233,72.41379310344827,70.94002104524728,87.61482420019006,88.75784190715181,79.33046256424504,98.96006655574043,72.5826028320971,,79.89473684210526,88.00239952009598,54.52646871878689,81.94945848375451,74.62949611471602,68.81591936405674,1.04754230459307,88.16721368111936,85.16214427531436,80.72810590631364,88.90033479268607,11.679164689131467,64.31696645600388,89.41419543023821,,,77.91563275434243,81.27901193633953,83.21683360956979,,83.46456692913385,38.92617449664429,59.65721365638767,92.33193277310924,88.23744961524368,96.27705627705627,66.26954579300074,87.63125763125763,67.89919058130978,81.54974946313529,72.79983196807393,48.582995951417004
LONG_TERM_DEBT/DEBTS_3,,90.19507186858316,,83.3300059892194,90.21651964715316,86.67279411764706,,63.54326676907322,50.0,83.87096774193549,,61.53846153846154,,83.54700854700855,,26.666666666666668,85.9709026128266,91.46590445079624,,82.53262158956109,70.05009633911368,82.81691643112367,100.0,93.475935828877,76.34138880391556,79.14809311540367,87.99368088467615,75.0,84.88863828587539,80.06209949131268,98.52872489490892,81.73235780033042,,58.791581805838426,80.8308799476611,60.86731167933656,82.68010451661067,78.45761138613861,70.55871618720481,1.1073253833049403,90.78585461689588,94.1115299623034,81.87078109932497,91.27134724857684,10.134092321260347,73.5067437379576,91.8185318275154,,,81.69548713622945,77.8245417134306,81.4999183939938,,75.29578797917652,38.9937106918239,59.68504813310334,93.03834808259587,,92.15946843853821,72.10200927357033,86.09283515422224,66.25796959293771,95.07523939808482,75.50304164716893,6.521739130434782
LONG_TERM_INVEST/ASSETS_0,11.511473544471837,13.511039310716209,9.825151005949408,1.8176620530290397,1.1390159648959015,60.315702021600664,36.36363636363637,3.679593975837149,0.5249343832020997,0.6134969325153374,,0.1865671641791045,0.046104195481788846,0.9931245225362872,,0.2560819462227913,5.098097137089826,1.5991471215351811,,0.742461510430901,5.553921156594099,3.441181971198803,0.2159827213822894,2.078913873568095,10.29429045188077,1.588065447545717,0.24656905845024657,0.6530612244897959,6.448452717109434,2.1559265739450195,4.566890047158104,88.01916144007112,4.425339366515837,5.493741307371349,0.007747733787867049,2.2581921579814304,4.45996775926921,11.939989275093843,2.5804535286309673,21.78599275329083,1.6385712601673936,2.242822036270881,6.1524727727191575,0.7161566261065615,14.004164614600343,6.0661253193696085,1.8589178286722141,,,5.890287769784172,2.178467613667526,1.0940649035495413,,3.5909957122439256,0.4235907461713913,2.134763862428557,0.2286684960146348,4.316659854748955,0.7545558086560364,0.3071253071253071,86.63337814480506,13.45149130348522,20.431771680394522,1.9737889319255053,0.6101281269066504
LONG_TERM_INVEST/ASSETS_1,13.683002080792136,9.52182456976121,15.019797393561696,1.832089039527321,1.0840849048009475,60.52512262478876,34.883720930232556,9.904016301142152,0.5376344086021505,0.7142857142857143,,0.22727272727272727,,0.8198889182755885,,0.13089005235602094,5.174772036474164,1.6739963115335508,,0.7058174800110284,5.955619462148298,5.56192407742163,0.3892733564013841,1.6205266711681297,10.161896954184476,1.9459333488697272,0.2795580320635947,0.6902722740636584,9.068529226541479,2.345104480335797,5.067862034615864,86.72631270167204,5.201902641433053,5.25844039438303,0.16917611233293858,2.8360637052234554,4.669002746472204,8.305273695226829,2.3421178366325965,24.426487708005205,1.5613178347891876,1.7446471054718478,5.274790039781936,0.6797513702195414,18.183529642877605,5.837693888992711,4.703910019869429,,,6.050401302127182,2.224684342741803,6.192105315807375,,3.0459473412493545,0.7588075880758808,2.1010974664436377,0.2755037783375315,4.89703103481408,0.8272859216255443,0.3607103218645949,86.56677384120732,9.112850142616836,15.401917206662025,2.225982128694549,1.2363636363636363
LONG_TERM_INVEST/ASSETS_2,17.356454720616572,10.786083276280575,14.10267539367003,1.5888518342067652,0.9890218573830482,53.498591011128624,15.151515151515152,0.9825732295142752,0.6134969325153374,0.6289308176100629,,0.0,,1.6852327906312483,,0.1303780964797914,8.086865542144078,1.8700787401574803,,0.7273608922293612,6.41225885432057,5.355728093804468,0.5392525708552797,1.5680880330123796,9.133908472238488,1.784381066149022,0.4235712219513203,0.9993060374739764,4.790575916230367,1.9658851422550052,4.477798624140087,84.63060686015831,,5.094228504122497,0.1843586260430817,3.6594885598923286,4.295293102303658,6.313493846507907,4.101788968030479,23.41836336687729,1.3729361091170136,4.615880173941053,6.542799644311321,0.9047267355982275,19.51807019374587,6.294928606597735,4.981688927186558,,,6.30066762041011,2.355454702283796,4.527257240204429,,2.422727272727273,0.31826861871419476,2.102753089096033,0.6777937812420571,5.606743775730249,1.002038043478261,0.24330900243309003,90.19790165357138,9.276225377920293,15.521102009580227,2.300779558250325,1.620006291286568
LONG_TERM_INVEST/ASSETS_3,,8.503782572149062,,1.6306334852658007,0.9085213032581454,47.94345839090233,18.181818181818183,1.2310886977158113,0.33112582781456956,0.6097560975609756,,0.4484304932735426,,1.6722408026755853,,0.25,8.456601382805829,2.317757009345794,,0.7463622679377823,6.550519733126974,6.6043064687408215,0.49793711765542753,1.6583480920946707,8.786465965099241,3.8782564707866114,0.14904610492845788,0.8401920438957476,4.8675541212854645,0.8825684406847399,0.14684287812041116,76.85268079180344,,10.134288272157566,0.37139219015280134,3.5997419539817934,2.5527367712827007,7.684912716742676,3.9727737050205034,24.12914909872945,1.5471892728210417,3.034711414845389,1.567814833639598,0.975609756097561,19.214915513334972,7.2657094333796515,5.438169376734494,,,6.561072190070058,2.389582109651448,0.8295576422176987,,2.596615542398956,0.7840342124019958,2.2170531365850112,0.818616629874908,,0.9576837416481069,3.7789661319073082,93.58710483106312,10.316630962955223,26.188807103633604,3.8266613518592334,1.2490537471612415
NET_PROFIT_MARGIN_0,-122.64034546576188,-54.70285446888161,-2.2699951915371055,11.886746399804736,4.211060375443937,20.12397609032544,-23.80952380952381,4.919059118146857,6.103286384976526,-2.7777777777777777,2.791477347920067,4.794520547945205,5.716041794714198,12.957023733162284,9.579125720094883,5.0682261208577,2.006110566668588,2.7168006955009782,inf,6.03861686017163,0.8884268884268884,8.281117696867062,11.028751123090746,16.245733788395903,-2.7551075317034672,-2.6170036001107726,0.5890914131263428,9.911732254505333,-1.630350395942239,2.2510354763191067,-13.742331288343559,23.05389221556886,21.67788386288934,-28.77560743211053,11.16576487948844,10.530559225997179,3.0875958766915823,-1.3760090107002065,11.407617695765317,12.728636753358103,4.07955124936257,14.800543970988214,16.412213740458014,5.339265850945495,-18.42020518010765,2.116529372857916,32.95244721560652,8.450256369490043,1.367461430575035,-1.3248881399267824,2.8272251308900525,1.195971464540495,-inf,-9.903232448013178,18.691099476439792,0.03345793529927546,6.791271161561797,2.8431834235931244,5.652477320307048,4.633378317588844,-272.562358276644,0.33834441923949404,8.949658172778124,-6.625699683621319,5.933745904623225
NET_PROFIT_MARGIN_1,11.43492220301309,12.51063829787234,-1.9325179488634752,10.223540145985401,6.214236667429618,20.164003364171574,8.333333333333334,29.340697273041076,6.235011990407674,-0.5434782608695652,2.8790084742599023,6.083650190114068,9.030271934325295,10.172026925953627,9.800700306983883,7.1813285457809695,3.121621977906088,7.197489703863503,inf,6.060176991150443,1.518707345364301,7.628425673270851,15.306122448979592,19.18819188191882,1.6400812547870391,3.314948221521837,6.187464059804485,4.2744410346339325,3.029060763414412,3.879079721776351,14.56221198156682,222.46696035242292,22.19962225773645,7.599655864640091,12.594382361824222,13.361281907956027,7.255023824321524,-3.475182326701126,7.1120791704152655,12.553141632912663,6.229946524064171,3.90625,14.531259837562173,7.644759567312063,-0.2538847975223725,9.749780859032592,7.4566182137067845,8.885043081228368,2.5337736415490846,1.948376353039134,6.686767993764486,3.302562657083128,inf,1.0599447759864613,16.25,6.120883285422463,4.049811636668062,6.092060214118798,7.469654528478058,-7.841907151819322,32.633136094674555,2.2951302045019863,9.957227324191722,1.6070236689428556,13.061738765224696
NET_PROFIT_MARGIN_2,68.03778184034125,15.22335912153731,4.793821715039163,10.056636999666841,8.01950998185118,18.037974683544302,10.0,5.907212622088655,6.75,0.9216589861751152,1.9883355931573765,6.938775510204081,8.876346844535659,10.450227178851714,10.214579459547496,9.437086092715232,3.6788074813668965,6.923879040667362,inf,5.531560203076457,-0.755062966858129,9.529025191675794,16.36468219729652,18.432510885341074,1.811575122439307,3.9945217986761015,9.997230684021046,5.897910605659878,3.190081834664576,3.724097098875074,12.048192771084338,150.75075075075074,23.550117331545422,6.193021062558944,12.856428214107053,13.569384529961987,7.613037951697839,6.772059500480054,4.721973852734346,14.459665144596652,6.434630008774495,15.857111740361576,27.178924259055982,9.23525273841825,5.750709695396994,6.102259215219976,12.069400454074053,9.074650077760497,2.046653530795144,1.9271825053372569,6.756205834390288,0.9503518935222866,inf,7.770599168067971,17.16171617161716,3.267760750643046,16.85637417218543,6.1877128800302765,7.0254447196577345,5.365853658536586,37.710314557425015,1.6955030634657624,0.911570485213896,2.8550512445095166,5.813953488372093
NET_PROFIT_MARGIN_3,16.113914924297045,15.786563450373237,4.000203314018502,10.806427834291611,6.918087917367283,16.86896210056973,11.11111111111111,5.010003334444815,6.515580736543909,1.9704433497536946,4.672215031755109,3.2653061224489797,14.061734443900049,10.402097902097902,10.719664000221053,12.641815235008103,3.2864562767670016,6.568564725954361,inf,6.54690618762475,-0.6557579499845632,9.870224085120103,16.07806691449814,18.257575757575758,2.2156573116691285,3.5314231812286287,11.32404181184669,7.270279367216426,3.4930911199149675,3.5658511192087454,10.852713178294573,337.1886120996441,22.00396467832042,6.30718954248366,12.880434782608695,12.583262970259874,7.741347905282331,6.65123254561074,4.510634132014978,13.760903815855205,2.8362014021669855,18.08071543224031,16.50485436893204,8.413039234823346,8.868470307980262,27.78456277479238,23.235139836006738,8.689326274097725,1.8628281117696868,1.8690996641956537,6.7227713083471965,3.837294780691007,inf,9.650400582665695,14.893617021276595,3.3018064882247233,2.6117167844734634,4.4591843436001835,7.464114832535885,8.03004043905257,117.37247353224254,1.5996454186477556,9.72722182225422,4.744644016446657,6.765463917525773
OPERATING_MARGIN_0,200.1233806292412,164.2957416939635,101.02179836512262,82.18208445203808,92.3896499238965,72.92450741642683,123.80952380952381,94.18656649673554,90.84507042253522,103.47222222222223,95.27989765759408,89.72602739726027,90.41180086047942,82.2963438101347,86.68654693324297,92.5925925925926,96.76024672854096,91.1323625298848,,90.52246340232206,97.62300762300762,88.1541066892464,84.95058400718779,71.80887372013652,97.33637064806013,99.70229853226253,96.8674197796105,81.18793674144906,99.6635784897262,92.71865057926647,83.43558282208589,61.82634730538922,67.55360776334325,122.67746545974273,82.5381210034432,82.14597657387293,93.14573257120524,96.03904636756148,86.93872722971375,83.92397827950843,88.092809790923,73.24342701722574,74.82442748091603,90.88802373007044,104.69015963564429,94.42607179363839,62.15847360111322,87.72606224412735,97.20079476390836,97.8150967516997,94.40245845663556,96.24422996223248,,106.84578958204654,75.28795811518324,97.30721306936177,87.93424014091399,95.47916176124323,90.31751570132589,86.9995501574449,301.36054421768705,96.8895382367642,90.95090118085767,103.52275492820638,91.15398616672734
OPERATING_MARGIN_1,83.35391454680168,77.0,98.10011634836403,83.54470802919708,90.77592126344702,72.77123633305298,87.5,94.30445288229203,90.40767386091127,100.54347826086956,95.63967596222048,92.01520912547528,87.01898409440739,86.16305160807778,86.33681887950883,87.97127468581688,95.52848743705344,85.859972543636,,89.85486725663716,98.52580183971298,87.19895598528889,79.76605276256844,67.89667896678966,93.879250058277,94.29873930661864,90.35077630822312,87.43971942130645,95.17627767149494,89.63616907437132,62.30414746543779,-143.6123348017621,66.01772482928955,86.80814453685116,81.30474176985805,78.99571455189118,88.85021752641393,100.88791333286129,85.96050949382074,82.8909048304489,85.53475935828877,88.42329545454545,70.97525656362149,88.48286519407327,96.2709544988026,84.73185114351742,91.69567643698015,87.48435083584947,95.71900330231162,92.97807382736609,88.38225339979078,93.93747210673432,,97.18535672931326,76.94444444444444,95.37375100520396,89.16910841356216,91.06570295092658,88.40336134453781,103.76411543287327,75.53254437869822,95.08974547594526,91.65303811800227,95.02490116547723,82.69634607307854
OPERATING_MARGIN_2,97.775746496039,72.0239580733716,92.07622396282983,84.3558136214364,89.47368421052632,75.48523206751055,90.0,94.08339594290007,90.25,97.6958525345622,98.32370586377904,91.0204081632653,86.76244227809133,85.70838496489054,86.14530598949497,82.45033112582782,94.85585712276755,86.71532846715328,,90.52057285746761,98.89032710406386,88.87266236663827,77.91199309749784,68.79535558780842,95.35696104762407,93.66582971924218,87.08575648481492,86.22057656704575,95.11442152202676,89.30728241563055,63.57738646895273,-68.01801801801801,64.3312101910828,88.9971707010374,81.00717025179256,78.90701746892752,88.42382422371527,91.3997869346205,88.330393175612,82.08040984519434,86.9844983913425,74.13417556087998,72.76253201609953,86.90583860918501,94.79788920043887,89.70273483947682,86.89351683157216,86.79626749611198,95.81770800228819,93.75108187640645,88.85667693422721,96.52415377986307,,91.27356403221523,75.16501650165017,95.328406332645,85.97889072847683,90.70266178882301,89.07903625309615,91.3821138211382,37.381126554498906,94.82100882432276,99.1817398794143,94.00230077389668,88.02325581395348
OPERATING_MARGIN_3,85.65248738284066,70.91512303013548,95.48473450577751,85.15897587105017,89.85106894066779,76.04656923458013,83.33333333333333,92.70590196732245,90.36827195467423,97.53694581280789,94.17948409234566,93.87755102040816,81.62665360117589,86.23251748251748,84.37435238529449,79.74068071312804,95.38620417337424,87.07613563659629,,90.55489021956087,99.13553565915406,85.12413348379816,77.41635687732342,68.03030303030303,95.40922519135222,93.74484141021107,85.3331881533101,86.53651969033996,94.30862885302928,89.09422175950026,64.72868217054264,-256.4056939501779,65.36312849162012,92.2875816993464,81.43115942028986,80.97147950089126,88.01912568306011,92.08782888510316,88.30612594532417,83.0918802597702,86.80688336520076,73.67576243980739,76.64355062413316,87.1559633027523,93.52390675514718,85.1856375183195,83.9761464343889,87.02663379541688,96.80192796196184,94.35468542102262,88.86877385262746,93.84709629992649,,91.1143481427531,79.46345975948196,93.18736404048047,87.0731999520786,92.55270243646154,91.50717703349282,87.17504332755632,-39.7497593840231,95.30985574985897,91.85665146788257,92.52326336290847,88.01546391752578
R&D_0,,2.2411953041622197,50.47686329918756,,15.568475452196383,,43.75,,,,,0.0,3.1969309462915603,22.703936109526527,,0.7614213197969543,,,,,,2.8450629789482957,2.025931928687196,,,23.150033944331298,6.521217933349317,,,,,,,,10.021991831605403,,11.303587051618548,9.649468294604175,,4.711862749890024,,,,,18.830539005126784,,21.922100587022054,7.069712485230406,,,,4.519119351100811,,8.416433984842442,8.383233532934131,10.538078047103317,34.80364257256687,26.02287166454892,,16.96522655426765,0.13458950201884254,,,49.28074245939675,
R&D_1,,1.6507177033492824,31.96573060447406,,13.09836927932667,,19.047619047619047,,,,,0.0,,25.511596180081856,,0.4662004662004662,,,,,,2.828592150858248,2.0390070921985815,,,16.901408450704224,5.146023100760635,,,,,,,,9.07768402676753,,9.700649534029935,8.235294117647058,,4.516691122523844,,,,,15.746872700515084,,23.4457220814656,6.120167675826735,,,,4.292557111274871,,8.045591686221924,10.561497326203208,8.403090792015455,34.284873454973514,24.275923059915986,,17.300521998508575,0.8,,,37.203242617255356,
R&D_2,,1.7838405036726128,36.6109024695573,,12.0,,18.75,,,,,0.0,,25.038402457757297,,0.6396588486140725,,,,,,2.809931219594028,21.27444369521241,,,13.116197183098592,2.8294862248696946,,,,,,,,8.826351135273425,,9.952388266011365,3.162486368593239,,4.662076001020148,,,,,14.989168471921346,,24.296675191815858,5.944438912675495,,,,4.2761608740698875,,9.785831960461286,9.538950715421304,9.401986883968574,30.42387060791969,21.55615365793981,,15.50131926121372,0.10075566750629723,,,34.02286336418073,
R&D_3,,1.4484356894553883,40.84097191910374,,12.641204948897256,,13.333333333333334,,,,,0.0,,25.103220478943022,,0.6134969325153374,,,,,,2.8074207847644064,20.915032679738562,,,13.267233238904627,1.0348395998620215,,,,,,,,8.710680954026962,,8.971308607417775,3.8734847429288,,4.698885555079297,,,,,14.430976978768404,,22.23667100130039,5.274794693619709,,,,4.331087584215592,,7.6150356448476995,9.566787003610107,9.400749063670412,33.463668947539915,21.617250673854446,,13.449477351916377,0.18050541516245489,,,32.01983298538622,
SALES_GENERAL_IN_OP_COST_0,60.511713933415535,30.561093705497008,4.244179128158343,25.17968517968518,10.227896760021967,27.200971463266544,30.76923076923077,60.03228563289336,75.45219638242894,17.449664429530202,9.92268160562989,15.648854961832061,30.79537729435758,30.748246297739673,,52.21052631578947,48.552278820375335,58.40686859050799,,16.464519726753103,15.946617448711578,36.744789165305924,43.54838709677419,45.627376425855516,22.109608226145284,4.944101104089993,13.35765901123274,0.0,9.939759036144578,27.443998446199664,34.55882352941177,22.276029055690074,42.46987951807229,18.019417475728154,33.09495431068733,55.70762561683797,16.369453477394316,3.473416731821736,31.709706386568342,60.81219138430104,89.55137481910275,44.40662231161999,21.118139155274434,63.661397246302904,10.952914551886273,34.67269485481406,39.99483382125022,22.848987358977844,0.48097156255636386,27.903522842036477,34.153987123532104,16.95552648790059,,10.742846131611909,27.399165507649514,6.259040572905551,12.274649454707323,11.831072749691739,79.40892408730926,32.41985522233713,2.595936794582393,10.869047619047619,38.84788847888479,4.889803114898619,39.81629392971246
SALES_GENERAL_IN_OP_COST_1,92.35555555555555,37.49654600718431,8.85896527285613,24.081253754163708,9.745335350479072,25.599537705865355,38.095238095238095,60.953513909224014,77.45358090185677,15.675675675675675,8.370350130762326,15.289256198347108,28.007075471698112,32.50868055555556,,56.734693877551024,46.794358733751004,61.80904522613066,,17.451938228805545,16.298648852140346,36.997732426303855,48.517940717628704,47.73550724637681,20.542016955766023,4.643390032826022,12.729124236252545,0.0,9.57166786312515,25.6371993075867,37.27810650887574,-9.406952965235174,43.265845070422536,19.52428146679881,32.76374442793462,56.77524353138194,15.463532922962134,2.883130737486314,32.14167676545114,61.691301187303125,88.30884651453579,37.83132530120482,20.314024660693693,62.38956235874255,10.384169378670556,31.764318630678076,28.311018373616182,22.55566311713456,0.4704554008280015,28.065671641791045,34.187379609645156,17.563512702540507,,11.190541655210339,28.790613718411553,6.197786435618616,12.6628330008215,12.048696067315152,78.91846218842417,33.192261185006046,7.481394437916177,10.787916295981123,37.71189348706334,4.700669980548952,44.43880142204164
SALES_GENERAL_IN_OP_COST_2,80.39887815518853,39.84753984753985,4.151110656506248,23.386368765515684,9.470081135902637,23.951928451648968,38.888888888888886,64.54382112198043,76.73130193905817,13.679245283018869,10.367137986077658,15.246636771300448,29.331756357185096,30.987951807228917,,58.032128514056225,47.891834193204055,64.86291486291486,,17.277749874434956,17.480877520690456,36.83129450429067,50.09228497600591,51.47679324894515,19.55745370199919,4.282929206774704,10.462158151367394,0.0,10.11334363730036,26.84964200477327,34.98542274052478,-18.984547461368653,42.9911412193851,19.67502649240551,33.0588719637711,57.43321876099488,16.27990553444912,3.135522491150315,33.847669074195665,62.27498869289914,95.39340954942838,45.0712501836345,20.91923966609675,66.45467160037003,10.640799529688419,31.680805938494167,31.52156382052192,24.265364629994625,0.45107794361525705,28.29886755292959,33.97481647634584,17.32552948762462,,13.37147289828372,31.06476399560922,6.242043057746024,13.094235166686726,11.481223922114047,82.86147623862487,31.85053380782918,13.796477495107633,11.285406591620271,36.34389926183239,5.067586360349336,46.03698811096433
SALES_GENERAL_IN_OP_COST_3,87.71043771043772,47.36842105263158,4.327767624252533,23.87904668474811,9.717952145435103,27.52442996742671,53.333333333333336,67.90756226958007,75.54858934169279,15.151515151515152,8.335930071829782,13.478260869565217,30.192076830732294,30.562595032944753,,57.926829268292686,48.818621831613804,64.7807984325251,,17.298536413330982,18.239800685144814,39.22162776383694,50.34013605442177,51.33630289532294,17.682658644288455,4.276460599962267,9.41686869975756,,10.14344262295082,27.366345311130587,34.131736526946106,-4.9271339347675225,48.1665288116901,19.759206798866856,33.61512791991101,56.64919039480926,19.126700812251023,3.3061902126650327,32.75685263712203,60.63450955001618,95.63142437591777,45.61157796451914,21.67933405718422,66.93169092945129,10.64151080707372,33.34767025089606,33.11306177466548,24.125760460688245,0.4642712959224869,27.63228579102874,33.65082860760887,18.133632731925115,,13.299360511590727,29.80209545983702,7.163518629411227,13.456246560264171,11.487972752430284,80.41830065359477,31.013916500994036,-14.164648910411623,11.909190834531158,37.28119829312897,5.204069699450357,45.02196193265007
