DATE;CASH;BTC;ETH;ADA;XRP;XLM;DOGE;TRX;SAND;STX;ICP;SOL
10/05/2023;960;0.07138;1.90063;1231.507128;946.27217;9221.02581;0;0;423.13248;1003.153;23.51364;0
