ANNOUNCE_DATE,EXPECTED_DATE,RECORDED_DATE,PAYMENT_DATE,AMOUNT
17 Feb 2021,4 May 2021,5 May 2021,6 May 2021,5.5000EUR
10 Dec 2020,19 Jan 2021,20 Jan 2021,21 Jan 2021,2.5000EUR
12 Feb 2020,23 Jun 2020,24 Jun 2020,25 Jun 2020,4.5000EUR
12 Dec 2019,14 Jan 2020,15 Jan 2020,16 Jan 2020,3.5000EUR
12 Feb 2019,2 May 2019,3 May 2019,6 May 2019,7.0000EUR
