,as_of,ticker
5488,2009-10-30,NTRS
5490,2019-11-06,CBRE
5560,2011-07-25,GPN
5692,2012-02-22,NVR
5693,2012-04-27,NVR
5694,2011-08-08,NVR
5695,2012-11-01,NVR
5696,2013-04-29,NVR
5697,2013-07-30,NVR
5698,2013-11-01,NVR
5699,2013-02-19,NVR
5700,2014-05-02,NVR
5704,2014-08-01,NVR
5705,2014-10-30,NVR
5706,2015-02-19,NVR
5707,2015-05-01,NVR
5708,2015-07-30,NVR
5709,2015-11-06,NVR
5722,2018-05-01,NVR
5723,2018-07-30,NVR
5727,2020-02-19,NVR
5728,2019-11-01,NVR
5733,2020-05-07,NVR
5734,2020-08-03,NVR
5735,2021-02-12,NVR
5736,2021-08-03,NVR
5737,2021-11-02,NVR
5738,2022-02-16,NVR
5739,2022-05-03,NVR
5752,2022-08-03,NVR
5753,2022-11-04,NVR
5754,2023-02-15,NVR
5755,2024-05-06,NVR
5758,2024-11-05,NVR
5759,2025-11-05,NVR
5910,2011-05-09,ODFL
5911,2011-08-09,ODFL
5912,2011-11-08,ODFL
5913,2012-08-09,ODFL
5914,2012-11-06,ODFL
5923,2013-02-28,ODFL
5924,2013-05-08,ODFL
5925,2013-08-08,ODFL
5926,2013-11-08,ODFL
5927,2014-02-28,ODFL
5928,2017-05-10,ODFL
5929,2017-08-07,ODFL
5933,2017-11-07,ODFL
5934,2018-08-07,ODFL
5935,2018-11-05,ODFL
5936,2020-02-26,ODFL
5937,2020-05-05,ODFL
5940,2020-08-06,ODFL
5941,2021-02-24,ODFL
5942,2021-08-05,ODFL
5943,2022-02-23,ODFL
5944,2022-05-04,ODFL
5945,2022-08-03,ODFL
5946,2022-11-03,ODFL
5949,2023-05-08,ODFL
5950,2023-08-04,ODFL
5951,2024-08-05,ODFL
5952,2009-08-06,OKE
5953,2009-11-05,OKE
5954,2010-02-23,OKE
5969,2013-02-26,OKE
5970,2012-05-02,OKE
5980,2012-08-01,OKE
5983,2023-02-16,CEG
5984,2022-05-12,CEG
5985,2022-08-04,CEG
5986,2012-10-31,OKE
5987,2015-05-06,OKE
5988,2015-08-05,OKE
5989,2015-11-05,OKE
5990,2022-11-08,CEG
5991,2023-05-04,CEG
5993,2016-02-23,OKE
5994,2016-05-04,OKE
5995,2019-07-31,OKE
5996,2023-08-03,CEG
5997,2023-11-06,CEG
5998,2024-02-27,CEG
6001,2025-02-18,CEG
6002,2024-05-09,CEG
6003,2024-08-06,CEG
6004,2024-11-04,CEG
6005,2025-08-07,CEG
6006,2025-11-07,CEG
6007,2026-02-24,CEG
6008,2020-02-25,OKE
6009,2020-04-29,OKE
6010,2020-07-29,OKE
6011,2026-05-11,CEG
6013,2020-10-28,OKE
6014,2021-02-23,OKE
6015,2021-04-28,OKE
6016,2021-08-04,OKE
6017,2025-08-05,OKE
6018,2025-10-29,OKE
6022,2026-04-29,OKE
6023,2009-10-26,OMC
6029,2010-02-19,OMC
6030,2010-04-23,OMC
6031,2009-08-06,OMC
6032,2010-10-22,OMC
6033,2011-04-29,OMC
6034,2011-07-21,OMC
6035,2012-02-17,OMC
6038,2012-04-17,OMC
6039,2012-07-20,OMC
6079,2013-02-26,ON
6106,2010-12-21,HRL
6126,2015-03-03,CFG
6151,2009-08-04,MO
6222,2011-11-04,CHD
6245,2010-10-22,HUBB
6321,2009-10-30,NSC
6335,2009-11-09,CHRW
6336,2009-08-10,CHRW
6339,2010-03-01,CHRW
6340,2010-05-10,CHRW
6341,2010-08-09,CHRW
6344,2010-11-09,CHRW
6345,2011-03-01,CHRW
6346,2012-05-10,CHRW
6347,2012-08-09,CHRW
6351,2012-11-08,CHRW
6352,2013-03-01,CHRW
6358,2013-05-09,CHRW
6364,2013-08-08,CHRW
6365,2013-11-08,CHRW
6366,2014-03-03,CHRW
6370,2014-08-11,CHRW
6371,2014-11-10,CHRW
6372,2015-03-02,CHRW
6373,2015-05-11,CHRW
6374,2015-08-10,CHRW
6380,2015-11-09,CHRW
6381,2016-02-29,CHRW
6385,2010-05-06,OXY
6386,2010-08-05,OXY
6387,2017-05-09,CHRW
6388,2017-08-03,CHRW
6389,2017-11-08,CHRW
6390,2018-02-28,CHRW
6397,2010-11-04,OXY
6398,2011-02-24,OXY
6399,2011-05-05,OXY
6400,2011-08-04,OXY
6401,2013-05-01,OXY
6402,2018-11-07,CHRW
6403,2019-02-25,CHRW
6404,2018-05-09,CHRW
6405,2018-08-08,CHRW
6409,2013-08-05,OXY
6410,2013-10-30,OXY
6411,2014-03-03,OXY
6412,2015-02-23,OXY
6413,2019-05-08,CHRW
6414,2019-08-08,CHRW
6415,2019-11-04,CHRW
6416,2020-05-01,CHRW
6418,2020-07-31,CHRW
6419,2020-10-30,CHRW
6420,2021-02-19,CHRW
6423,2022-02-23,CHRW
6424,2022-04-29,CHRW
6425,2015-10-30,OXY
6426,2016-02-26,OXY
6427,2016-05-05,OXY
6428,2016-08-03,OXY
6429,2016-11-01,OXY
6430,2018-05-08,OXY
6431,2018-08-08,OXY
6432,2022-07-29,CHRW
6433,2022-11-04,CHRW
6436,2018-11-05,OXY
6437,2023-02-17,CHRW
6438,2023-04-28,CHRW
6439,2023-08-04,CHRW
6440,2023-11-03,CHRW
6441,2024-02-16,CHRW
6443,2019-07-31,OXY
6444,2024-05-03,CHRW
6445,2024-08-02,CHRW
6446,2024-11-01,CHRW
6447,2025-02-14,CHRW
6448,2019-11-04,OXY
6465,2025-08-01,CHRW
6466,2025-10-31,CHRW
6467,2026-02-13,CHRW
6468,2026-05-01,CHRW
6469,2011-08-02,CHTR
6471,2011-11-01,CHTR
6472,2013-02-22,CHTR
6473,2012-05-08,CHTR
6474,2012-08-07,CHTR
6480,2012-11-06,CHTR
6487,2011-02-25,IEX
6596,2010-05-05,PCAR
6597,2010-11-08,PCAR
6598,2011-03-01,PCAR
6599,2011-05-06,PCAR
6600,2010-08-06,PCAR
6604,2011-11-07,PCAR
6621,2013-02-27,PCAR
6622,2012-05-10,PCAR
6623,2012-08-08,PCAR
6624,2012-11-07,PCAR
6628,2014-11-06,PCAR
6629,2016-02-16,PCAR
6630,2015-11-05,PCAR
6631,2016-05-04,PCAR
6635,2019-02-21,PCAR
6636,2018-11-02,PCAR
6641,2019-05-02,PCAR
6642,2019-10-30,PCAR
6643,2020-02-19,PCAR
6644,2020-05-04,PCAR
6645,2022-05-03,PCAR
6646,2022-08-02,PCAR
6647,2022-10-28,PCAR
6662,2010-08-04,PCG
6675,2024-08-06,NVR
6676,2011-05-04,PCG
6677,2011-08-04,PCG
6678,2011-11-03,PCG
6683,2012-08-07,PCG
6684,2012-10-29,PCG
6688,2013-02-21,PCG
6689,2014-05-01,PCG
6690,2014-07-31,PCG
6694,2014-10-28,PCG
6695,2015-04-29,PCG
6696,2015-07-29,PCG
6697,2015-10-28,PCG
6698,2016-02-18,PCG
6703,2017-07-27,PCG
6704,2017-11-02,PCG
6710,2019-02-28,PCG
6711,2019-08-09,PCG
6712,2020-07-30,PCG
6713,2021-11-01,PCG
6714,2022-02-10,PCG
6715,2022-07-28,PCG
6716,2024-07-25,PCG
6717,2025-07-31,PCG
6718,2026-04-23,PCG
6721,2026-07-23,PCG
6722,2010-02-25,PEG
6723,2009-08-03,PEG
6729,2011-02-25,PEG
6732,2011-05-05,PEG
6733,2011-08-03,PEG
6734,2011-11-01,PEG
6741,2013-02-26,PEG
6742,2013-05-01,PEG
6743,2013-07-30,PEG
6744,2014-05-02,PEG
6745,2014-08-01,PEG
6746,2014-10-30,PEG
6750,2015-02-26,PEG
6751,2015-07-31,PEG
6755,2011-03-01,IRM
6756,2015-10-30,PEG
6757,2018-02-26,PEG
6758,2017-04-28,PEG
6768,2020-05-05,PEG
6771,2013-02-26,GE
6772,2010-07-29,CINF
6773,2010-10-27,CINF
6774,2011-02-25,CINF
6775,2011-04-27,CINF
6776,2011-07-27,CINF
6777,2011-10-27,CINF
6778,2013-11-01,GE
6780,2020-07-31,PEG
6781,2020-10-30,PEG
6782,2015-02-27,CINF
6783,2013-07-25,CINF
6784,2013-10-24,CINF
6786,2022-10-31,PEG
6787,2025-02-25,PEG
6788,2013-04-25,CINF
6791,2025-04-30,PEG
6792,2025-11-03,PEG
6793,2026-02-26,PEG
6794,2026-05-05,PEG
6803,2014-10-28,CINF
6804,2015-04-28,CINF
6807,2016-04-26,CINF
6808,2016-02-26,CINF
6814,2016-07-26,CINF
6815,2016-10-25,CINF
6816,2017-02-24,CINF
6817,2017-04-26,CINF
6818,2017-08-02,CINF
6819,2018-10-25,CINF
6820,2018-02-23,CINF
6821,2018-04-25,CINF
6822,2018-07-26,CINF
6826,2019-02-22,CINF
6827,2019-04-24,CINF
6832,2019-07-30,CINF
6833,2019-10-25,CINF
6834,2020-02-25,CINF
6835,2020-04-27,CINF
6836,2020-07-27,CINF
6837,2020-10-26,CINF
6838,2021-02-25,CINF
6839,2021-04-28,CINF
6841,2021-07-28,CINF
6842,2021-10-27,CINF
6843,2022-02-24,CINF
6844,2022-04-28,CINF
6846,2022-07-27,CINF
6847,2022-10-31,CINF
6848,2023-04-27,CINF
6849,2023-07-27,CINF
6854,2023-10-26,CINF
6855,2025-02-24,CINF
6856,2024-04-25,CINF
6857,2024-07-25,CINF
6858,2024-10-24,CINF
6859,2009-08-07,ITW
6860,2009-10-30,ITW
6861,2025-04-28,CINF
6862,2025-07-28,CINF
6863,2025-10-27,CINF
6865,2026-04-27,CINF
6895,2010-02-26,IVZ
6973,2009-08-05,PFG
6974,2009-11-04,PFG
6984,2012-02-15,PFG
6985,2010-05-05,PFG
6988,2010-08-04,PFG
6989,2010-11-03,PFG
6990,2012-10-31,PFG
6991,2014-02-12,PFG
6992,2013-05-01,PFG
6993,2014-04-30,PFG
6994,2017-05-03,PFG
7002,2018-02-09,PFG
7003,2018-05-02,PFG
7013,2018-08-01,PFG
7018,2020-04-29,PFG
7019,2020-07-29,PFG
7020,2020-10-29,PFG
7021,2021-10-28,PFG
7025,2009-11-17,JCI
7026,2022-02-11,PFG
7029,2022-05-04,PFG
7030,2022-08-09,PFG
7031,2022-11-02,PFG
7032,2023-02-16,PFG
7033,2023-05-03,PFG
7034,2023-08-02,PFG
7035,2023-11-01,PFG
7036,2024-02-20,PFG
7044,2024-05-01,PFG
7045,2024-10-30,PFG
7046,2025-02-19,PFG
7049,2025-04-30,PFG
7050,2025-10-29,PFG
7051,2026-02-18,PFG
7094,2010-05-10,PGR
7095,2010-08-05,PGR
7096,2010-11-08,PGR
7100,2010-03-01,PGR
7105,2011-05-09,PGR
7106,2011-11-07,PGR
7121,2013-11-12,PGR
7122,2013-08-06,PGR
7124,2014-07-30,PGR
7125,2014-10-29,PGR
7126,2014-02-26,PGR
7127,2014-05-12,PGR
7128,2018-05-02,PGR
7129,2018-07-31,PGR
7130,2019-02-27,PGR
7131,2019-05-01,PGR
7143,2019-08-07,PGR
7144,2019-11-06,PGR
7145,2020-03-02,PGR
7146,2020-05-05,PGR
7147,2020-08-04,PGR
7148,2021-11-02,PGR
7152,2025-05-05,PGR
7153,2025-08-04,PGR
7164,2025-11-03,PGR
7221,2010-02-26,CME
7222,2009-09-04,CME
7227,2009-11-06,CME
7228,2011-02-28,CME
7229,2010-05-07,CME
7240,2012-02-28,CME
7247,2011-08-05,CME
7248,2011-11-09,CME
7249,2013-03-01,CME
7250,2012-05-08,CME
7252,2012-08-08,CME
7253,2012-11-08,CME
7254,2014-03-03,CME
7257,2014-08-04,CME
7258,2013-11-08,CME
7259,2014-05-07,CME
7260,2015-05-06,CME
7262,2015-08-05,CME
7263,2014-11-03,CME
7264,2015-02-26,CME
7267,2016-05-04,CME
7268,2016-08-04,CME
7272,2019-02-28,CME
7273,2019-05-08,CME
7274,2019-08-07,CME
7279,2019-11-06,CME
7280,2020-02-28,CME
7281,2020-05-06,CME
7282,2020-08-05,CME
7283,2020-11-04,CME
7285,2022-05-04,CME
7286,2022-08-03,CME
7292,2022-11-02,CME
7293,2023-05-03,CME
7294,2023-08-02,CME
7295,2023-11-01,CME
7296,2024-05-01,CME
7297,2024-08-05,CME
7298,2024-11-08,CME
7302,2025-04-30,CME
7303,2025-07-25,CME
7304,2025-10-24,CME
7307,2026-04-24,CME
7453,2009-08-28,PCAR
7469,2009-11-06,PM
7473,2024-07-26,NSC
7474,2010-02-26,PM
7479,2010-05-07,PM
7480,2010-08-27,PM
7481,2010-11-05,PM
7485,2020-08-03,PCAR
7486,2012-05-04,PM
7487,2012-11-02,PM
7498,2009-10-29,PCG
7511,2019-04-25,PM
7512,2019-07-25,PM
7513,2019-10-24,PM
7514,2021-02-09,PM
7515,2020-04-28,PM
7519,2020-07-29,PM
7521,2020-10-27,PM
7522,2022-02-11,PM
7523,2022-04-28,PM
7524,2022-07-29,PM
7529,2022-10-27,PM
7538,2024-02-08,PM
7539,2025-02-06,PM
7544,2025-04-24,PM
7545,2025-07-25,PM
7549,2025-10-24,PM
7550,2026-02-06,PM
7551,2026-04-24,PM
7555,2012-05-02,PEG
7556,2026-07-24,PM
7670,2009-08-05,CNP
7671,2009-10-28,CNP
7672,2010-02-26,CNP
7695,2011-03-30,CNP
7696,2010-05-05,CNP
7697,2010-08-04,CNP
7698,2010-10-28,CNP
7700,2011-05-05,CNP
7704,2010-08-03,PNW
7705,2010-10-28,PNW
7706,2011-02-18,PNW
7707,2012-02-24,PNW
7708,2011-08-04,CNP
7709,2012-11-07,CNP
7710,2013-02-27,CNP
7711,2013-11-06,CNP
7714,2011-08-02,PNW
7715,2011-11-01,PNW
7716,2012-05-03,PNW
7717,2013-05-02,CNP
7718,2013-08-01,CNP
7719,2015-02-26,CNP
7720,2014-11-05,CNP
7723,2012-08-02,PNW
7724,2012-11-02,PNW
7725,2013-02-22,PNW
7726,2013-05-03,PNW
7727,2013-08-02,PNW
7728,2013-10-31,PNW
7729,2015-05-11,CNP
7730,2015-08-10,CNP
7732,2014-02-21,PNW
7733,2014-05-02,PNW
7734,2015-11-05,CNP
7735,2017-05-05,CNP
7736,2017-08-03,CNP
7739,2014-07-31,PNW
7740,2014-10-31,PNW
7741,2017-11-03,CNP
7745,2018-02-22,CNP
7746,2018-05-04,CNP
7747,2018-08-03,CNP
7748,2019-05-09,CNP
7749,2016-02-19,PNW
7750,2015-05-01,PNW
7751,2019-08-07,CNP
7752,2018-11-08,CNP
7753,2020-05-19,CNP
7755,2015-07-30,PNW
7756,2020-05-07,CNP
7760,2020-08-06,CNP
7761,2020-11-05,CNP
7762,2015-10-30,PNW
7763,2016-04-29,PNW
7764,2018-08-03,PNW
7765,2018-11-08,PNW
7766,2021-05-05,PNW
7767,2022-02-22,CNP
7768,2022-11-01,CNP
7769,2022-05-03,CNP
7770,2022-08-03,PNW
7771,2022-08-02,CNP
7772,2023-02-17,CNP
7773,2023-04-27,CNP
7774,2024-04-30,CNP
7775,2022-11-03,PNW
7776,2024-07-30,CNP
7777,2024-10-28,CNP
7779,2024-05-02,PNW
7780,2024-08-01,PNW
7781,2024-11-06,PNW
7782,2025-02-25,PNW
7785,2026-02-25,PNW
7786,2026-05-04,PNW
7791,2025-10-23,CNP
7792,2025-04-24,CNP
7793,2025-07-24,CNP
7794,2026-02-19,CNP
7797,2026-04-23,CNP
7798,2009-08-10,COF
7799,2009-11-09,COF
7800,2010-05-07,COF
7801,2011-03-07,COF
7803,2011-05-10,COF
7804,2010-08-09,COF
7805,2010-11-08,COF
7806,2012-02-29,COF
7809,2012-05-08,COF
7815,2012-08-09,COF
7816,2012-11-08,COF
7817,2013-02-28,COF
7818,2013-05-09,COF
7822,2013-11-06,COF
7823,2014-02-27,COF
7824,2014-05-06,COF
7825,2013-08-08,COF
7826,2025-07-30,PFG
7828,2015-02-24,COF
7832,2014-11-03,COF
7833,2015-05-05,COF
7834,2015-08-03,COF
7850,2017-05-03,COF
7851,2017-07-28,COF
7852,2017-11-01,COF
7854,2018-02-21,COF
7861,2018-05-02,COF
7862,2018-07-27,COF
7863,2018-11-01,COF
7865,2019-05-01,COF
7866,2021-02-25,COF
7870,2020-08-06,COF
7871,2020-11-02,COF
7872,2009-08-25,PPL
7873,2009-10-30,PPL
7874,2010-05-06,PPL
7875,2011-02-28,PPL
7876,2011-11-08,PPL
7877,2021-05-07,COF
7878,2021-07-30,COF
7879,2021-11-05,COF
7880,2022-02-25,COF
7881,2012-05-07,PPL
7882,2022-07-29,COF
7883,2022-11-04,COF
7884,2023-02-24,COF
7885,2023-05-05,COF
7886,2023-07-27,COF
7887,2023-11-02,COF
7888,2024-02-23,COF
7889,2024-05-02,COF
7891,2015-08-03,PPL
7892,2014-11-07,PPL
7893,2024-08-01,COF
7894,2024-10-31,COF
7895,2015-02-23,PPL
7896,2018-02-22,PPL
7897,2017-05-04,PPL
7898,2017-08-03,PPL
7899,2017-11-01,PPL
7900,2019-02-14,PPL
7901,2018-05-03,PPL
7902,2018-11-01,PPL
7903,2025-02-20,COF
7904,2025-07-31,COF
7905,2025-11-03,COF
7906,2026-02-19,COF
7907,2026-05-07,COF
7921,2019-08-06,PPL
7926,2009-08-07,GL
7927,2019-11-05,PPL
7928,2020-02-14,PPL
7929,2020-05-08,PPL
7930,2022-08-03,PPL
7931,2023-05-04,PPL
7937,2009-11-06,GL
7940,2023-08-04,PPL
7941,2023-11-02,PPL
7944,2024-02-16,PPL
7951,2011-11-04,PRU
7952,2012-02-24,PRU
7953,2012-05-04,PRU
7954,2012-08-03,PRU
7955,2013-02-22,PRU
7956,2013-05-03,PRU
7965,2014-02-27,PRU
7970,2014-11-06,PRU
8036,2012-10-26,ITW
8053,2012-02-29,LYB
8084,2016-02-12,ITW
8086,2017-05-05,ITW
8087,2016-08-04,ITW
8088,2016-10-28,ITW
8094,2017-02-10,ITW
8096,2026-02-25,PSKY
8105,2019-08-02,ITW
8117,2019-10-28,ITW
8121,2020-10-30,ITW
8135,2021-02-12,ITW
8145,2022-05-06,ITW
8157,2025-05-07,GL
8158,2025-08-06,GL
8159,2025-11-05,GL
8166,2026-02-25,GL
8167,2023-05-04,ITW
8177,2026-05-07,GL
8178,2022-08-05,ITW
8179,2022-10-27,ITW
8210,2024-02-09,ITW
8345,2012-10-24,META
8467,2013-03-01,REG
8468,2013-11-01,REG
8469,2013-08-02,REG
8470,2014-05-08,REG
8475,2012-02-27,GM
8476,2014-08-08,REG
8487,2016-02-18,REG
8491,2017-08-08,REG
8492,2016-11-04,REG
8493,2018-02-27,REG
8589,2009-08-05,RF
8593,2010-02-22,RF
8594,2009-11-04,RF
8595,2011-03-18,RF
8600,2010-05-05,RF
8601,2011-08-04,RF
8606,2014-02-21,RF
8610,2011-03-01,MNST
8611,2014-05-07,RF
8615,2014-08-06,RF
8620,2014-11-05,RF
8621,2015-02-17,RF
8627,2016-05-06,RF
8628,2016-08-05,RF
8629,2016-11-04,RF
8630,2017-05-05,RF
8631,2017-08-04,RF
8632,2017-11-08,RF
8633,2019-02-22,RF
8634,2018-05-09,RF
8635,2018-08-08,RF
8636,2018-11-07,RF
8642,2020-11-05,RF
8648,2021-08-06,RF
8653,2021-11-04,RF
8654,2025-02-21,RF
8658,2025-11-04,RF
8659,2026-02-24,RF
8660,2026-05-07,RF
8664,2011-02-08,RJF
8665,2012-05-09,RJF
8670,2011-08-09,RJF
8671,2012-11-21,RJF
8676,2013-02-08,RJF
8682,2014-05-09,RJF
8683,2013-08-08,RJF
8687,2014-11-25,RJF
8688,2015-02-06,RJF
8689,2015-08-07,RJF
8690,2016-02-08,RJF
8693,2021-11-23,RJF
8694,2021-02-08,RJF
8695,2021-05-07,RJF
8696,2021-08-09,RJF
8697,2023-04-25,GM
8699,2023-02-03,RJF
8700,2023-05-08,RJF
8701,2023-08-04,RJF
8702,2024-05-07,RJF
8703,2024-08-06,RJF
8705,2023-07-25,GM
8706,2024-11-26,RJF
8721,2024-01-30,GM
8722,2024-04-23,GM
8724,2024-07-23,GM
8725,2024-10-22,GM
8726,2025-01-28,GM
8737,2025-05-01,GM
8744,2011-10-28,JBHT
8751,2026-01-27,GM
8752,2026-04-28,GM
8759,2026-07-21,GM
8773,2012-07-31,JBHT
8777,2012-10-26,JBHT
8778,2013-02-22,JBHT
8781,2013-04-26,JBHT
8782,2014-07-29,JBHT
8783,2014-10-30,JBHT
9141,2010-02-26,PRU
9420,2009-07-15,CSX
9421,2009-10-20,CSX
9422,2010-02-19,CSX
9423,2009-04-15,CSX
9424,2010-07-15,CSX
9427,2010-10-15,CSX
9428,2011-02-18,CSX
9429,2011-04-20,CSX
9434,2012-02-21,CSX
9435,2012-04-19,CSX
9436,2011-07-21,CSX
9437,2011-10-26,CSX
9442,2013-10-16,CSX
9443,2014-02-12,CSX
9444,2014-04-16,CSX
9446,2014-07-15,CSX
9447,2014-10-15,CSX
9452,2015-02-11,CSX
9453,2015-04-15,CSX
9454,2015-07-15,CSX
9455,2015-10-14,CSX
9456,2016-02-10,CSX
9460,2017-04-20,CSX
9461,2017-07-19,CSX
9462,2017-10-18,CSX
9463,2018-02-07,CSX
9464,2018-04-18,CSX
9465,2018-07-18,CSX
9470,2018-10-17,CSX
9471,2019-02-06,CSX
9472,2020-04-23,CSX
9476,2022-02-16,CSX
9481,2021-04-21,CSX
9489,2020-07-23,CSX
9490,2020-10-22,CSX
9503,2017-05-04,GPN
9520,2022-04-21,CSX
9521,2022-07-21,CSX
9523,2011-02-17,REGN
9533,2024-08-05,CSX
9534,2024-10-17,CSX
9536,2025-02-27,CSX
9537,2025-04-16,CSX
9538,2025-07-23,CSX
9542,2025-10-16,CSX
9543,2026-02-12,CSX
9544,2026-04-22,CSX
9752,2010-07-28,SNA
9753,2010-10-22,SNA
9765,2019-10-31,CTVA
9780,2011-03-01,GS
9786,2010-11-09,GS
9794,2011-05-10,GS
9804,2010-08-09,GS
9811,2011-11-09,GS
9812,2012-05-10,GS
9813,2012-08-09,GS
9816,2014-02-28,GS
9817,2014-05-09,GS
9826,2014-08-07,GS
9827,2013-11-07,GS
9830,2015-05-05,GS
9831,2015-08-03,GS
9836,2009-11-02,ROP
9841,2015-11-03,GS
9844,2016-05-06,GS
9845,2016-08-04,GS
9849,2009-08-04,CVS
9850,2009-11-05,CVS
9851,2016-11-03,GS
9852,2010-02-26,CVS
9853,2010-05-04,CVS
9859,2019-02-26,GS
9865,2010-07-29,CVS
9866,2010-11-03,CVS
9871,2011-02-18,CVS
9872,2011-05-05,CVS
9873,2011-08-04,CVS
9874,2011-11-03,CVS
9884,2012-02-17,CVS
9885,2012-05-02,CVS
9886,2019-05-06,GS
9889,2012-08-07,CVS
9891,2019-08-05,GS
9892,2019-11-01,GS
9894,2013-05-01,CVS
9895,2013-08-06,CVS
9896,2013-11-05,CVS
9897,2020-02-21,GS
9899,2014-05-02,CVS
9900,2014-08-05,CVS
9901,2014-11-04,CVS
9902,2020-05-01,GS
9905,2015-02-10,CVS
9911,2023-05-04,GS
9912,2022-11-03,GS
9915,2009-08-27,SO
9916,2016-02-09,CVS
9917,2009-11-06,SO
9918,2010-05-07,SO
9919,2010-08-06,SO
9920,2010-11-05,SO
9921,2011-05-06,SO
9922,2011-08-05,SO
9923,2011-11-07,SO
9924,2013-02-28,SO
9925,2018-02-14,CVS
9926,2017-02-09,CVS
9927,2017-08-08,CVS
9928,2017-11-06,CVS
9929,2015-03-02,SO
9931,2017-05-03,SO
9932,2016-08-08,SO
9933,2016-11-04,SO
9934,2019-05-01,SO
9935,2019-07-31,SO
9936,2019-10-30,SO
9937,2018-11-06,CVS
9938,2019-02-28,CVS
9939,2023-11-03,GS
9940,2019-02-20,SO
9941,2020-04-30,SO
9942,2020-07-30,SO
9943,2018-08-08,CVS
9944,2018-05-02,CVS
9945,2019-08-07,CVS
9947,2019-11-06,CVS
9948,2020-02-18,CVS
9949,2019-05-01,CVS
9950,2024-02-23,GS
9951,2021-04-29,SO
9952,2021-07-29,SO
9953,2024-05-03,GS
9955,2021-11-04,SO
9956,2025-07-31,SO
9957,2026-02-19,SO
9958,2026-04-30,SO
9971,2020-11-06,CVS
9972,2020-05-06,CVS
9973,2020-08-05,CVS
9974,2021-05-04,CVS
9975,2022-05-04,CVS
9976,2022-08-03,CVS
9977,2022-11-02,CVS
9978,2023-02-08,CVS
9979,2023-11-01,CVS
9980,2023-08-02,CVS
9981,2023-05-03,CVS
9982,2024-08-07,CVS
9983,2024-11-06,CVS
9984,2024-11-04,GS
9991,2025-02-27,GS
9992,2025-05-02,GS
9993,2025-08-01,GS
10000,2025-02-12,CVS
10001,2025-05-01,CVS
10002,2025-10-31,GS
10003,2026-02-25,GS
10004,2026-05-01,GS
10005,2025-07-31,CVS
10006,2025-10-29,CVS
10009,2026-02-10,CVS
10010,2026-05-06,CVS
10120,2009-07-31,D
10121,2010-02-26,D
10122,2010-08-02,D
10123,2009-11-02,D
10124,2011-02-28,D
10126,2010-04-29,D
10127,2011-07-29,D
10128,2010-10-29,D
10129,2012-02-28,D
10130,2012-04-26,D
10131,2011-10-28,D
10132,2013-02-28,D
10137,2013-04-25,D
10144,2012-08-01,D
10145,2014-02-28,D
10146,2014-07-30,D
10150,2013-11-05,D
10151,2014-04-30,D
10155,2011-02-24,SRE
10156,2016-02-26,D
10157,2015-05-05,D
10160,2011-05-09,SRE
10161,2015-08-06,D
10162,2015-11-03,D
10163,2017-05-04,D
10165,2017-08-03,D
10166,2016-11-09,D
10167,2018-02-27,D
10170,2018-08-02,D
10171,2018-11-02,D
10172,2019-02-28,D
10173,2019-05-03,D
10174,2013-02-26,SRE
10175,2019-08-01,D
10176,2019-11-01,D
10177,2020-02-28,D
10182,2013-05-02,SRE
10183,2012-08-02,SRE
10184,2012-11-06,SRE
10185,2013-11-05,SRE
10186,2015-02-26,SRE
10187,2015-05-05,SRE
10188,2021-02-25,D
10189,2020-11-06,D
10193,2016-05-04,SRE
10194,2016-08-04,SRE
10195,2016-11-02,SRE
10196,2018-02-27,SRE
10197,2019-08-02,SRE
10198,2019-11-01,SRE
10199,2020-05-04,SRE
10200,2021-05-04,D
10201,2021-08-06,D
10202,2021-11-05,D
10204,2021-05-05,SRE
10205,2022-05-05,SRE
10206,2022-05-05,D
10207,2022-08-08,D
10210,2010-02-17,PFG
10211,2022-08-04,SRE
10212,2022-11-04,D
10213,2023-11-08,D
10214,2024-08-01,D
10216,2025-08-01,D
10218,2022-11-03,SRE
10219,2024-02-27,SRE
10220,2024-05-07,SRE
10221,2025-05-01,D
10225,2025-10-31,D
10237,2026-05-01,D
10248,2009-11-06,STLD
10249,2011-02-23,STLD
10250,2010-11-05,STLD
10251,2011-05-06,STLD
10254,2011-08-05,STLD
10255,2011-11-08,STLD
10256,2012-02-27,STLD
10257,2012-05-09,STLD
10258,2012-08-07,STLD
10296,2020-11-09,STLD
10297,2021-03-01,STLD
10298,2021-04-29,STLD
10299,2021-07-26,STLD
10300,2021-11-02,STLD
10322,2011-02-28,STT
10323,2009-11-06,STT
10324,2010-02-22,STT
10332,2010-08-06,STT
10333,2010-11-05,STT
10334,2014-02-21,STT
10335,2012-08-03,STT
10344,2012-11-02,STT
10345,2013-05-03,STT
10355,2016-02-19,STT
10356,2016-08-05,STT
10357,2016-11-03,STT
10462,2010-02-22,STLD
10474,2010-03-11,PNC
10516,2011-02-23,PNR
10645,2014-09-05,SYF
10646,2014-10-31,SYF
10647,2015-02-23,SYF
10657,2017-02-23,SYF
10658,2017-05-01,SYF
10659,2017-07-28,SYF
10662,2017-10-26,SYF
10663,2018-02-22,SYF
10664,2020-07-23,SYF
10665,2020-10-22,SYF
10675,2022-02-10,SYF
10676,2022-04-21,SYF
10686,2025-02-07,SYF
10687,2025-04-24,SYF
10801,2010-02-02,SYY
10802,2010-08-31,SYY
10803,2012-05-08,SYY
10807,2012-08-28,SYY
10822,2014-02-04,SYY
10823,2014-05-06,SYY
