,as_of,ticker
10824,2014-08-26,SYY
10825,2014-11-04,SYY
10835,2015-02-03,SYY
10836,2015-05-05,SYY
10846,2016-11-08,SYY
10847,2016-02-02,SYY
10848,2019-08-26,SYY
10860,2019-05-07,SYY
10864,2020-08-26,SYY
10865,2021-02-03,SYY
10866,2021-05-05,SYY
10867,2021-08-30,SYY
10871,2022-02-09,SYY
10872,2022-11-02,SYY
10873,2023-02-01,SYY
10876,2024-01-31,SYY
10877,2024-05-01,SYY
10878,2024-08-28,SYY
10879,2025-08-22,SYY
10880,2025-10-29,SYY
10957,2010-11-04,TAP
10961,2011-02-22,TAP
10988,2010-08-06,RJF
11003,2021-05-04,NVR
11015,2026-04-30,HBAN
11029,2010-08-03,DHI
11030,2010-11-17,DHI
11031,2011-05-09,DUK
11032,2011-02-25,DUK
11040,2011-11-17,DHI
11041,2012-11-16,DHI
11042,2012-02-28,DUK
11044,2013-01-29,DHI
11045,2013-04-26,DHI
11046,2013-07-25,DHI
11051,2013-11-26,DHI
11052,2014-01-28,DHI
11053,2014-04-24,DHI
11057,2014-07-24,DHI
11058,2014-11-18,DHI
11059,2015-01-27,DHI
11060,2012-08-08,DUK
11061,2015-11-06,KHC
11064,2015-04-24,DHI
11065,2015-07-28,DHI
11066,2015-11-19,DHI
11067,2012-05-09,DUK
11069,2017-01-25,DHI
11070,2017-04-25,DHI
11071,2017-07-27,DHI
11074,2013-03-01,DUK
11075,2013-05-09,DUK
11076,2013-08-08,DUK
11093,2014-05-09,DUK
11098,2015-08-07,DUK
11104,2015-11-05,DUK
11114,2016-02-25,DUK
11115,2026-02-06,SYF
11127,2009-10-22,DHR
11144,2018-11-02,DUK
11154,2020-08-10,DUK
11155,2020-11-05,DUK
11156,2021-02-25,DUK
11173,2022-02-24,DUK
11200,2022-11-04,DUK
11201,2023-02-27,DUK
11204,2024-02-23,DUK
11205,2024-05-07,DUK
11220,2026-05-05,DUK
11395,2010-02-25,SCHW
11407,2011-02-25,TFC
11408,2010-09-02,TFC
11409,2010-11-09,TFC
11419,2011-05-06,TFC
11420,2011-08-08,TFC
11421,2011-11-09,TFC
11422,2012-02-27,TFC
11427,2012-08-07,TFC
11428,2012-11-02,TFC
11431,2013-03-01,TFC
11432,2013-05-02,TFC
11433,2014-10-27,TFC
11434,2014-02-26,TFC
11435,2017-04-24,TFC
11436,2017-07-28,TFC
11441,2017-10-27,TFC
11526,2012-02-27,KKR
11529,2012-11-02,KKR
11539,2013-02-22,KKR
11552,2013-08-08,KKR
11566,2011-02-17,SNA
11593,2018-05-08,KKR
11594,2018-08-03,KKR
11602,2019-05-03,KKR
11627,2020-02-18,KKR
11630,2020-05-11,KKR
11640,2019-11-05,KKR
11641,2021-11-05,KKR
11645,2010-04-23,UNP
11646,2010-07-23,UNP
11647,2010-10-22,UNP
11648,2011-02-04,UNP
11649,2012-04-19,UNP
11652,2014-10-23,UNP
11653,2014-02-07,UNP
11654,2014-07-25,UNP
11661,2022-05-06,KKR
11662,2015-10-22,UNP
11663,2016-04-21,UNP
11668,2016-07-21,UNP
11669,2016-10-20,UNP
11670,2017-02-03,UNP
11675,2024-02-29,KKR
11676,2024-05-09,KKR
11677,2017-04-27,UNP
11678,2020-02-07,UNP
11679,2020-04-23,UNP
11681,2010-04-29,HIG
11682,2009-08-26,HIG
11683,2022-02-04,UNP
11684,2022-04-21,UNP
11685,2022-07-21,UNP
11686,2022-10-20,UNP
11687,2009-11-03,HIG
11688,2024-08-09,KKR
11689,2023-04-20,UNP
11690,2023-07-26,UNP
11691,2023-10-19,UNP
11692,2024-10-24,UNP
11693,2025-02-07,UNP
11694,2025-04-24,UNP
11695,2025-07-24,UNP
11696,2012-11-01,HIG
11697,2013-04-29,HIG
11698,2013-07-29,HIG
11699,2013-03-01,HIG
11700,2024-11-05,KKR
11701,2025-10-23,UNP
11704,2025-08-08,KKR
11705,2010-08-09,UPS
11706,2011-02-28,UPS
11708,2013-05-03,UPS
11709,2013-08-02,UPS
11710,2013-11-05,UPS
11711,2014-02-28,UPS
11712,2014-05-08,UPS
11713,2015-08-07,UPS
11714,2016-05-10,UPS
11717,2016-08-05,UPS
11718,2016-11-03,UPS
11719,2017-02-21,UPS
11720,2018-10-30,UPS
11721,2019-04-30,UPS
11722,2015-02-27,HIG
11728,2015-04-27,HIG
11733,2015-07-27,HIG
11734,2015-10-26,HIG
11739,2019-07-30,UPS
11740,2021-02-22,UPS
11743,2017-02-24,HIG
11744,2017-10-26,HIG
11746,2022-08-03,UPS
11750,2022-11-02,UPS
11752,2018-02-23,HIG
11753,2018-04-26,HIG
11754,2023-05-03,UPS
11755,2023-08-08,UPS
11759,2025-11-05,UPS
11760,2026-02-17,UPS
11761,2026-05-06,UPS
11779,2018-07-26,HIG
11785,2018-10-25,HIG
11792,2019-02-22,HIG
11793,2019-05-01,HIG
11794,2019-08-01,HIG
11797,2019-11-04,HIG
11980,2009-08-28,DTE
11981,2009-10-30,DTE
11982,2010-02-23,DTE
11985,2010-04-29,DTE
11986,2010-08-27,DTE
11995,2010-10-29,DTE
11996,2011-02-18,DTE
11997,2011-04-27,DTE
12002,2011-07-29,DTE
12003,2011-11-04,DTE
12004,2012-02-16,DTE
12008,2013-02-20,DTE
12009,2014-02-14,KMB
12010,2013-08-02,KMB
12011,2013-07-26,DTE
12012,2013-10-25,DTE
12014,2014-07-22,KMB
12026,2018-03-28,VICI
12027,2014-02-14,DTE
12028,2014-04-25,DTE
12029,2014-07-25,DTE
12031,2014-10-24,DTE
12032,2015-02-13,DTE
12033,2015-04-24,DTE
12034,2014-10-21,KMB
12036,2015-07-24,DTE
12037,2015-10-23,DTE
12038,2017-02-08,KMB
12039,2016-10-24,KMB
12043,2016-02-10,DTE
12044,2016-04-26,DTE
12045,2016-07-26,DTE
12046,2016-10-26,DTE
12050,2017-02-09,DTE
12051,2017-04-26,DTE
12052,2017-07-26,DTE
12053,2018-10-24,DTE
12056,2018-07-25,DTE
12057,2016-04-22,KMB
12058,2016-07-25,KMB
12059,2017-10-23,KMB
12061,2020-04-28,DTE
12062,2019-07-24,DTE
12064,2019-10-28,DTE
12065,2020-02-05,DTE
12068,2022-02-10,DTE
12069,2021-10-27,DTE
12072,2022-04-28,DTE
12073,2022-07-28,DTE
12074,2022-10-27,DTE
12076,2023-02-23,DTE
12077,2023-04-27,DTE
12078,2023-07-27,DTE
12079,2023-11-01,DTE
12082,2024-02-08,DTE
12083,2024-04-25,DTE
12085,2019-04-22,KMB
12086,2020-02-13,KMB
12087,2025-05-01,DTE
12088,2025-07-29,DTE
12090,2021-07-23,KMB
12092,2025-10-30,DTE
12093,2026-02-17,DTE
12094,2026-04-30,DTE
12103,2021-10-25,KMB
12126,2021-02-11,KMB
12135,2024-04-23,KMB
12138,2019-05-01,VICI
12139,2019-07-31,VICI
12192,2026-04-28,KMB
12371,2010-03-12,TGT
12467,2019-03-13,VRT
12575,2018-08-06,VST
12617,2009-12-17,KR
12618,2010-03-30,KR
12634,2009-08-07,VLO
12635,2009-11-05,VLO
12653,2013-06-28,KR
12654,2013-09-24,KR
12658,2010-08-05,ACGL
12661,2013-12-13,KR
12670,2014-04-01,KR
12675,2015-09-22,KR
12683,2017-09-15,KR
12684,2017-12-08,KR
12702,2018-09-25,KR
12710,2019-04-02,KR
12785,2019-12-17,KR
12786,2020-04-01,KR
12787,2020-06-26,KR
12804,2020-09-22,KR
12816,2019-02-28,VST
12832,2020-12-15,KR
12833,2021-03-30,KR
12843,2010-11-01,ED
12848,2010-08-06,ED
12849,2012-02-21,ED
12850,2011-05-05,ED
12851,2011-08-05,ED
12852,2011-11-03,ED
12853,2012-05-03,ED
12854,2012-08-02,ED
12856,2012-11-06,ED
12857,2014-02-21,ED
12859,2021-06-25,KR
12862,2022-06-24,KR
12863,2023-09-15,KR
12867,2014-08-07,ED
12868,2014-11-06,ED
12869,2016-05-06,ED
12870,2015-08-06,ED
12871,2016-11-03,ED
12874,2017-05-04,ED
12883,2017-02-16,ED
12889,2017-08-03,ED
12890,2017-11-02,ED
12891,2018-05-03,ED
12893,2019-05-02,ED
12899,2019-08-01,ED
12901,2024-12-13,KR
12905,2020-02-20,ED
12906,2021-05-06,ED
12907,2021-08-05,ED
12908,2020-11-05,ED
12909,2022-02-17,ED
12910,2022-05-05,ED
12912,2022-08-04,ED
12913,2021-11-04,ED
12914,2023-02-16,ED
12915,2023-05-04,ED
12918,2011-02-28,ACGL
12919,2010-11-08,ACGL
12922,2026-03-31,KR
12923,2026-06-26,KR
12924,2012-05-10,ACGL
12925,2011-08-05,ACGL
12926,2023-08-03,ED
12927,2023-11-02,ED
12928,2012-11-09,ACGL
12929,2014-03-03,ACGL
12932,2024-02-15,ED
12933,2024-05-02,ED
12934,2024-08-01,ED
12935,2024-11-07,ED
12937,2025-05-01,ED
12938,2025-08-07,ED
12943,2025-11-06,ED
12944,2026-02-19,ED
13021,2010-11-03,L
13029,2011-02-23,L
13041,2012-07-31,L
13046,2012-10-30,L
13055,2014-04-29,L
13056,2014-08-04,L
13064,2014-11-04,L
13068,2015-11-03,L
13069,2016-02-19,L
13092,2019-02-13,L
13115,2019-04-29,L
13130,2009-08-07,EIX
13131,2009-11-06,EIX
13132,2010-03-01,EIX
13138,2010-05-07,EIX
13139,2010-08-05,EIX
13140,2020-08-03,L
13143,2010-10-29,EIX
13144,2011-05-02,EIX
13149,2021-08-02,L
13150,2021-11-01,L
13154,2011-08-04,EIX
13155,2011-11-02,EIX
13156,2012-05-02,EIX
13157,2012-07-31,EIX
13158,2012-11-01,EIX
13161,2013-04-30,EIX
13162,2013-08-01,EIX
13163,2013-10-29,EIX
13164,2014-02-25,EIX
13166,2014-04-29,EIX
13167,2014-07-31,EIX
13168,2014-10-28,EIX
13170,2021-05-07,L
13171,2015-02-24,EIX
13172,2015-04-28,EIX
13178,2015-07-30,EIX
13179,2015-10-27,EIX
13180,2016-02-23,EIX
13181,2017-05-01,EIX
13182,2022-05-02,L
13183,2022-08-01,L
13184,2017-07-27,EIX
13185,2018-05-01,EIX
13186,2018-07-26,EIX
13187,2017-10-30,EIX
13188,2018-02-22,EIX
13189,2019-02-28,EIX
13190,2019-10-29,EIX
13192,2022-10-31,L
13194,2020-02-27,EIX
13201,2020-04-30,EIX
13202,2020-07-28,EIX
13203,2020-10-27,EIX
13206,2021-04-27,EIX
13207,2021-07-29,EIX
13212,2022-05-03,EIX
13213,2022-07-28,EIX
13214,2022-11-01,EIX
13215,2024-02-22,EIX
13217,2023-07-27,EIX
13218,2023-11-01,EIX
13225,2025-04-29,EIX
13226,2025-07-31,EIX
13227,2025-10-28,EIX
13228,2026-02-18,EIX
13229,2026-04-28,EIX
13244,2023-10-30,L
13245,2024-02-06,L
13259,2025-02-11,L
13266,2025-05-05,L
13267,2025-08-04,L
13283,2014-03-27,LDOS
13353,2017-05-05,LDOS
13354,2017-08-04,LDOS
13355,2016-11-04,LDOS
13439,2009-08-10,AEE
13440,2013-10-17,AEE
13441,2013-05-10,AEE
13446,2013-08-09,AEE
13449,2013-11-08,AEE
13450,2014-03-03,AEE
13451,2015-05-11,AEE
13452,2015-08-06,AEE
13465,2015-11-06,AEE
13466,2018-05-09,AEE
13475,2018-08-08,AEE
13476,2018-11-02,AEE
13483,2011-03-11,HIG
13501,2021-05-10,AEE
13502,2021-08-06,AEE
13503,2021-11-04,AEE
13504,2022-08-08,AEE
13505,2022-11-04,AEE
13507,2011-05-02,HIG
13509,2023-05-05,AEE
13510,2023-08-03,AEE
13511,2024-02-29,AEE
13512,2024-08-05,AEE
13516,2011-05-02,HST
13519,2011-08-03,HIG
13521,2025-05-05,AEE
13522,2025-08-04,AEE
13523,2025-11-06,AEE
13527,2011-10-17,HST
13529,2026-02-18,AEE
13530,2026-05-08,AEE
13536,2010-02-26,AEP
13541,2010-04-30,AEP
13542,2009-08-04,AEP
13543,2011-02-25,AEP
13547,2010-11-01,AEP
13559,2009-08-05,EMR
13560,2015-10-22,AEP
13561,2016-02-24,AEP
13562,2016-04-28,AEP
13563,2016-07-28,AEP
13566,2018-10-25,AEP
13567,2019-04-26,AEP
13568,2019-07-25,AEP
13569,2019-10-24,AEP
13570,2020-02-20,AEP
13571,2020-08-06,AEP
13572,2020-10-22,AEP
13573,2021-04-22,AEP
13577,2023-05-26,AEP
13584,2022-04-28,AEP
13588,2023-07-27,AEP
13592,2024-07-30,AEP
13593,2025-02-13,AEP
13594,2025-10-29,AEP
13596,2026-02-12,AEP
13597,2026-05-05,AEP
13670,2024-03-29,LEN
13678,2023-06-30,LEN
13684,2023-09-29,LEN
13793,2023-05-04,AIZ
13805,2026-05-07,AIZ
13806,2011-02-07,AJG
13809,2011-11-02,HIG
13811,2013-02-22,HSY
13815,2010-07-30,AJG
13821,2010-10-29,AJG
13826,2011-04-29,AJG
13834,2011-08-03,AJG
13835,2012-05-02,AJG
13836,2012-08-01,AJG
13837,2013-07-31,AJG
13842,2013-10-30,AJG
13843,2014-02-07,AJG
13851,2015-07-31,AJG
13855,2015-10-28,AJG
13856,2016-02-10,AJG
13857,2016-07-29,AJG
13858,2016-10-28,AJG
13859,2019-04-29,AJG
13860,2019-07-26,AJG
13864,2019-10-25,AJG
13865,2019-02-08,AJG
13868,2020-02-07,AJG
13869,2020-05-05,AJG
13870,2021-04-30,AJG
13871,2021-07-30,AJG
13872,2023-05-08,AJG
13879,2009-08-06,EQR
13880,2009-11-05,EQR
13888,2023-08-04,AJG
13889,2024-02-09,AJG
13890,2025-05-02,AJG
13894,2026-05-07,AJG
13914,2012-02-24,HIG
13954,2010-10-28,LHX
13977,2011-05-25,TTWO
13983,2013-05-01,LHX
13987,2013-08-26,LHX
13998,2015-05-06,LHX
14010,2016-05-04,LHX
14013,2011-02-24,CMS
14014,2011-04-28,CMS
14015,2013-04-25,CMS
14023,2017-08-29,LHX
14032,2012-10-25,CMS
14033,2013-07-25,CMS
14034,2014-10-23,CMS
14037,2017-05-03,LHX
14038,2015-04-23,CMS
14039,2018-02-14,CMS
14042,2018-08-27,LHX
14043,2017-10-31,LHX
14044,2018-01-31,LHX
14048,2018-10-26,LHX
14049,2018-07-26,CMS
14050,2018-10-25,CMS
14053,2019-05-02,LHX
14054,2020-02-06,CMS
14055,2019-07-25,CMS
14056,2019-10-24,CMS
14057,2021-02-11,CMS
14060,2021-10-28,CMS
14061,2022-02-10,CMS
14062,2023-07-27,CMS
14063,2022-10-27,CMS
14068,2024-07-25,CMS
14072,2024-10-31,CMS
14073,2024-02-08,CMS
14074,2025-04-24,CMS
14081,2025-07-31,CMS
14082,2025-10-30,CMS
14097,2010-11-04,ERIE
14103,2012-02-27,ERIE
14104,2011-08-30,ERIE
14105,2011-11-03,ERIE
14106,2014-02-27,ERIE
14107,2012-05-03,ERIE
14109,2012-08-02,ERIE
14110,2012-11-01,ERIE
14111,2013-04-29,ERIE
14112,2013-08-01,ERIE
14113,2013-10-31,ERIE
14114,2014-05-01,ERIE
14115,2014-07-31,ERIE
14116,2014-10-30,ERIE
14117,2016-02-25,ERIE
14122,2016-10-27,ERIE
14123,2016-04-28,ERIE
14124,2016-07-28,ERIE
14128,2017-10-26,ERIE
14129,2018-02-22,ERIE
14130,2018-07-26,ERIE
14131,2018-10-25,ERIE
14135,2019-02-21,ERIE
14136,2019-05-02,ERIE
14137,2019-07-25,ERIE
14138,2019-10-24,ERIE
14139,2020-02-27,ERIE
14140,2021-02-25,ERIE
14141,2020-05-07,ERIE
14142,2020-07-30,ERIE
14152,2020-10-29,ERIE
14158,2022-04-28,ERIE
14164,2022-07-28,ERIE
14165,2022-10-27,ERIE
14166,2023-03-01,ERIE
14169,2023-04-27,ERIE
14170,2023-07-27,ERIE
14171,2023-10-26,ERIE
14175,2024-02-26,ERIE
14176,2024-04-25,ERIE
14177,2024-07-25,ERIE
14182,2024-10-31,ERIE
14183,2025-02-27,ERIE
14184,2025-04-24,ERIE
14185,2025-08-07,ERIE
14188,2025-10-30,ERIE
14189,2026-02-23,ERIE
14190,2026-04-23,ERIE
14191,2012-02-24,ES
14196,2011-08-05,ES
14197,2011-11-07,ES
14198,2012-05-10,ES
14202,2012-08-08,ES
14203,2012-11-07,ES
14204,2013-02-28,ES
14206,2013-08-02,ES
14207,2013-11-04,ES
14212,2014-05-02,ES
14213,2014-08-01,ES
14216,2010-02-16,WM
14217,2014-11-07,ES
14218,2015-05-06,ES
14219,2015-08-05,ES
14223,2017-05-05,ES
14224,2017-08-04,ES
14225,2016-11-04,ES
14226,2017-02-23,ES
14228,2018-11-06,ES
14235,2019-02-26,ES
14236,2019-05-07,ES
14237,2018-08-03,ES
14240,2020-02-27,ES
14241,2012-05-02,HIG
14244,2019-08-06,ES
14245,2019-11-07,ES
14246,2020-05-08,ES
14249,2020-08-07,ES
14250,2020-11-06,ES
14251,2021-02-17,ES
14252,2021-05-10,ES
14254,2021-08-06,ES
14255,2021-11-05,ES
14256,2022-05-06,ES
14257,2022-08-04,ES
14259,2022-11-04,ES
14260,2023-02-15,ES
14261,2024-05-03,ES
14263,2023-08-04,ES
14264,2023-11-07,ES
14265,2024-02-14,ES
14267,2025-02-14,ES
14268,2025-05-05,ES
14271,2025-08-04,ES
14272,2025-11-06,ES
14273,2026-02-17,ES
14274,2026-05-07,ES
14455,2009-11-06,ETR
14456,2010-02-26,ETR
14460,2009-09-04,ETR
14466,2010-11-05,ETR
14467,2010-05-07,ETR
14468,2010-09-03,ETR
14469,2011-11-07,ETR
14471,2012-02-28,ETR
14483,2012-05-09,ETR
14484,2012-08-08,ETR
14485,2012-11-06,ETR
14486,2013-02-27,ETR
14487,2013-05-08,ETR
14488,2013-08-07,ETR
14489,2013-11-07,ETR
14490,2014-02-27,ETR
14492,2015-05-07,ETR
14493,2014-08-07,ETR
14499,2014-11-06,ETR
14500,2015-02-26,ETR
14501,2016-02-26,ETR
14506,2016-05-06,ETR
14507,2016-08-04,ETR
14508,2016-11-04,ETR
14512,2017-08-03,ETR
14513,2018-11-06,ETR
14514,2019-02-26,ETR
14516,2020-11-04,TPR
14520,2021-02-04,TPR
14522,2019-05-03,ETR
14523,2019-08-06,ETR
14524,2019-11-05,ETR
14525,2020-05-11,ETR
14531,2023-02-24,ETR
14532,2021-05-06,ETR
14533,2021-08-06,ETR
14534,2021-11-05,ETR
14536,2024-02-23,ETR
14537,2022-05-05,ETR
14538,2022-08-04,ETR
14539,2023-11-02,ETR
14541,2024-05-02,ETR
14542,2023-08-03,ETR
14543,2024-11-01,ETR
14544,2025-05-01,ETR
14545,2025-02-18,ETR
14548,2025-08-01,ETR
14549,2025-10-31,ETR
14550,2026-02-19,ETR
14551,2026-05-01,ETR
14552,2018-08-08,EVRG
14556,2019-05-08,EVRG
14557,2019-08-07,EVRG
14565,2019-02-22,EVRG
14566,2020-11-05,EVRG
14567,2021-02-26,EVRG
14571,2020-05-06,EVRG
14572,2020-08-05,EVRG
14573,2021-11-03,EVRG
14578,2021-08-05,EVRG
14583,2022-02-25,EVRG
14584,2022-05-05,EVRG
14585,2022-08-04,EVRG
14586,2022-11-04,EVRG
14588,2024-02-29,EVRG
14589,2023-05-05,EVRG
14590,2023-08-04,EVRG
14591,2023-11-07,EVRG
14592,2025-02-27,EVRG
14593,2024-05-09,EVRG
14594,2024-08-09,EVRG
14599,2025-08-07,EVRG
14600,2025-11-06,EVRG
14601,2026-02-19,EVRG
14605,2026-05-07,EVRG
14723,2009-07-24,EXC
14724,2010-04-23,EXC
14738,2011-04-27,EXC
14739,2010-07-22,EXC
14740,2010-10-22,EXC
14741,2012-02-09,EXC
14743,2012-05-10,EXC
14744,2014-02-14,EXC
14747,2012-08-09,EXC
14748,2012-11-07,EXC
14752,2013-05-10,EXC
14753,2013-11-07,EXC
14757,2015-02-13,EXC
14758,2014-04-30,EXC
14760,2016-08-09,EXC
14761,2016-10-26,EXC
14762,2017-02-13,EXC
14763,2017-05-03,EXC
14766,2017-08-02,EXC
14767,2017-11-02,EXC
14768,2018-02-09,EXC
14769,2018-05-02,EXC
14771,2018-08-02,EXC
14772,2018-11-01,EXC
14779,2011-02-28,IBKR
14780,2011-05-06,IBKR
14781,2010-09-07,IBKR
14782,2010-11-09,IBKR
14784,2019-05-02,EXC
14785,2019-08-01,EXC
14789,2011-09-08,IBKR
14790,2011-11-08,IBKR
14791,2012-02-29,IBKR
14798,2019-10-31,EXC
14799,2021-02-24,EXC
14800,2021-05-05,EXC
14801,2022-05-09,EXC
14802,2014-03-03,IBKR
14803,2014-05-12,IBKR
14809,2023-02-14,EXC
14810,2022-08-03,EXC
14811,2022-11-03,EXC
14812,2014-08-11,IBKR
14814,2023-05-03,EXC
14815,2023-08-02,EXC
14816,2014-11-10,IBKR
14817,2015-03-02,IBKR
14818,2015-05-11,IBKR
14819,2023-11-02,EXC
14820,2024-05-02,EXC
14821,2017-05-09,IBKR
14822,2016-08-09,IBKR
14823,2016-11-09,IBKR
14824,2019-02-28,IBKR
14833,2025-05-01,EXC
14834,2025-07-31,EXC
14835,2025-11-04,EXC
14837,2026-05-06,EXC
14844,2018-05-09,IBKR
14845,2018-08-08,IBKR
14846,2019-11-12,IBKR
14847,2020-02-28,IBKR
14865,2020-05-11,IBKR
14868,2020-08-07,IBKR
14869,2020-11-09,IBKR
14881,2021-08-09,IBKR
14885,2021-11-09,IBKR
14886,2022-02-25,IBKR
14887,2022-05-09,IBKR
14900,2022-08-09,IBKR
14902,2022-11-08,IBKR
14980,2010-08-09,TSN
14999,2009-10-23,LMT
15028,2011-07-27,LMT
15039,2014-02-14,LMT
15113,2019-04-24,LMT
15129,2019-10-24,LMT
15130,2020-02-07,LMT
15133,2020-04-22,LMT
15134,2020-07-21,LMT
15146,2021-10-26,LMT
15147,2022-01-25,LMT
15154,2022-04-20,LMT
15155,2022-07-19,LMT
15183,2025-10-21,LMT
15184,2026-01-29,LMT
15188,2010-08-05,LNT
15196,2011-02-28,LNT
15197,2011-05-05,LNT
15204,2015-02-25,LNT
15205,2015-05-01,LNT
15211,2018-05-03,LNT
15212,2018-08-03,LNT
15213,2020-05-08,LNT
15218,2026-05-01,LNT
15240,2009-09-18,FDX
15270,2011-11-01,FE
15271,2012-02-28,FE
15272,2012-05-01,FE
15273,2015-02-17,FE
15274,2014-11-04,FE
15275,2017-07-27,FE
15276,2016-11-04,FE
15279,2019-07-23,FE
15280,2019-11-04,FE
15281,2020-02-10,FE
15283,2022-04-21,FE
15284,2022-07-26,FE
15286,2025-04-30,FE
15287,2025-07-30,FE
15288,2025-10-28,FE
15316,2011-08-05,LUV
15328,2013-07-31,LUV
15329,2013-10-30,LUV
15335,2019-04-30,LUV
15336,2019-07-30,LUV
15337,2019-02-05,LUV
15347,2022-05-02,LUV
15348,2023-07-28,LUV
15355,2026-07-23,LUV
15376,2011-05-09,FITB
15377,2014-02-24,FITB
15378,2014-05-08,FITB
15385,2016-08-05,FITB
15386,2021-02-26,FITB
15387,2021-05-07,FITB
15388,2020-08-07,FITB
15527,2011-05-06,ITW
15528,2012-05-04,ITW
15535,2009-08-03,GE
15536,2009-11-02,GE
15540,2016-05-06,ITW
15541,2015-08-07,ITW
15542,2015-10-30,ITW
15544,2020-02-14,ITW
15547,2022-02-11,ITW
15550,2024-08-02,ITW
15571,2009-07-30,J
15599,2011-02-25,JBHT
15600,2011-04-29,JBHT
15675,2025-07-22,GM
15676,2025-10-21,GM
15689,2010-02-26,MET
15699,2010-11-04,MET
15701,2011-05-10,MET
15702,2011-08-05,MET
15703,2011-11-04,MET
15704,2012-11-07,MET
15705,2014-05-08,MET
15743,2018-08-07,KDP
15773,2009-11-04,GS
15774,2010-03-01,GS
15775,2009-08-05,GS
15778,2015-02-23,GS
15779,2014-11-05,GS
15780,2017-05-04,GS
15781,2018-08-03,GS
15782,2018-11-02,GS
15785,2020-08-07,GS
15786,2020-11-02,GS
15787,2022-05-02,GS
15859,2022-08-05,KKR
15860,2022-11-08,KKR
15861,2010-02-24,MO
15862,2025-11-07,KKR
15863,2026-02-27,KKR
15864,2026-05-08,KKR
15870,2010-02-26,DUK
15871,2010-08-06,DUK
15872,2010-11-05,DUK
15874,2011-11-08,DUK
15876,2017-05-02,MO
15877,2017-07-27,MO
15878,2014-08-07,DUK
15879,2014-11-07,DUK
15880,2015-03-02,DUK
15881,2015-05-08,DUK
15882,2018-07-26,MO
15884,2020-02-20,DUK
15886,2020-10-30,MO
15889,2009-08-07,KMB
15890,2023-08-01,MO
15891,2023-10-26,MO
15892,2025-05-06,DUK
15893,2025-08-05,DUK
15894,2025-11-07,DUK
15895,2026-02-26,DUK
15899,2011-05-09,KMB
15900,2013-11-01,KMB
15906,2018-10-22,KMB
15907,2020-04-22,KMB
15908,2019-07-23,KMB
15910,2024-07-23,KMB
15911,2024-10-22,KMB
15912,2025-02-13,KMB
15934,2014-02-28,HIG
15935,2014-04-30,HIG
15936,2014-07-30,HIG
15937,2014-10-27,HIG
15983,2011-09-16,KR
15985,2012-09-18,KR
15987,2015-03-31,KR
15993,2018-06-29,KR
16002,2022-09-16,KR
16003,2022-12-09,KR
16004,2023-03-28,KR
16005,2023-06-23,KR
16009,2010-02-24,L
16012,2013-07-30,L
16019,2018-04-30,L
16020,2018-07-30,L
16021,2018-11-05,L
16030,2010-09-03,LDOS
16031,2010-12-09,LDOS
16036,2012-05-08,MRSH
16037,2012-11-08,MRSH
16045,2019-02-21,MRSH
16053,2025-04-17,MRSH
16093,2010-08-30,LHX
16096,2011-01-27,LHX
16101,2016-02-03,LHX
16110,2019-01-30,LHX
16155,2009-08-26,MSI
16156,2009-11-04,MSI
16159,2011-02-18,MSI
16188,2009-11-05,MTB
16203,2009-07-22,LMT
16206,2010-10-21,LMT
16207,2011-04-27,LMT
16214,2012-02-23,LMT
16215,2013-02-28,LMT
16216,2013-07-24,LMT
16217,2013-10-25,LMT
16221,2018-02-06,LMT
16227,2024-10-22,LMT
16230,2011-08-05,LNT
16231,2012-02-27,LNT
16234,2015-08-06,LNT
16239,2020-02-21,LNT
16240,2022-04-29,LNT
16241,2022-08-05,LNT
16259,2010-08-05,IFF
16315,2017-02-07,LUV
16317,2016-10-31,LUV
16327,2023-10-30,LUV
16328,2025-02-07,LUV
16333,2013-05-02,NEE
16335,2015-08-03,NEE
16336,2015-10-30,NEE
16349,2010-02-25,IP
16355,2020-04-23,NEE
16356,2020-07-24,NEE
16360,2013-02-12,LYB
16372,2025-04-23,NEE
16426,2011-02-28,NI
16427,2010-08-03,NI
16428,2010-10-29,NI
16429,2012-02-24,NI
16433,2014-02-18,NI
16434,2014-05-02,MAA
16438,2020-08-05,NI
16445,2023-05-03,NI
16446,2023-08-02,NI
16466,2010-08-06,ITW
16467,2010-10-29,ITW
16468,2013-05-03,ITW
16473,2014-10-31,ITW
16476,2018-08-03,ITW
16477,2018-11-01,ITW
16478,2019-02-15,ITW
16479,2020-08-06,ITW
16483,2023-02-10,ITW
16488,2025-10-24,ITW
16489,2026-02-13,ITW
16490,2026-05-07,ITW
16526,2010-07-30,JBHT
16527,2015-02-24,JBHT
16565,2011-07-29,NSC
16566,2012-07-27,NSC
16567,2012-10-25,NSC
16575,2019-07-24,NSC
16576,2019-10-23,NSC
16577,2020-04-29,NSC
16587,2022-07-27,NSC
16655,2010-05-05,MET
16657,2013-05-07,MET
16658,2013-08-07,MET
16659,2013-11-07,MET
16666,2017-10-25,KDP
16700,2010-11-03,NVR
16712,2016-02-17,NVR
16714,2016-04-29,NVR
16715,2016-07-28,NVR
16716,2016-10-28,NVR
16717,2017-02-15,NVR
16723,2023-05-02,NVR
16726,2025-05-05,NVR
16727,2025-08-06,NVR
16755,2011-11-08,KKR
16756,2022-02-28,KKR
16757,2021-05-10,KKR
16758,2021-08-06,KKR
16775,2009-11-06,KMB
16776,2010-02-24,KMB
