,as_of,ticker
20485,2011-05-06,WAT
20487,2010-02-26,AFL
20492,2011-08-05,WAT
20493,2011-11-04,WAT
20494,2012-02-24,WAT
20495,2015-02-26,AFL
20496,2018-08-03,AFL
20497,2018-11-01,AFL
20498,2025-11-05,TKO
20499,2026-02-25,TKO
20500,2026-05-06,TKO
20501,2021-10-28,AFL
20502,2022-04-29,AFL
20503,2022-08-02,AFL
20504,2022-11-02,AFL
20505,2012-05-04,WAT
20506,2012-08-03,WAT
20507,2012-11-02,WAT
20522,2011-02-17,TRV
20523,2013-02-26,WAT
20531,2012-10-18,TRV
20534,2016-07-21,TRV
20535,2017-10-19,TRV
20540,2018-07-19,TRV
20543,2019-10-22,TRV
20544,2020-02-13,TRV
20551,2022-10-19,TRV
20556,2024-07-19,TRV
20557,2024-10-17,TRV
20558,2025-02-13,TRV
20559,2025-04-16,TRV
20571,2013-05-03,WAT
20572,2014-05-02,WAT
20576,2024-11-06,TPL
20577,2025-02-19,TPL
20578,2025-08-06,TPL
20579,2025-11-05,TPL
20591,2018-11-02,WAT
20602,2019-02-26,WAT
20603,2019-05-03,WAT
20604,2019-10-30,WAT
20605,2020-02-25,WAT
20618,2023-02-27,WAT
20619,2026-02-10,CMS
20620,2026-04-28,CMS
20639,2023-05-09,WAT
20661,2024-02-27,TKO
20662,2024-11-06,TKO
20663,2025-05-08,TKO
20679,2010-07-22,TRV
20680,2010-10-21,TRV
20683,2016-10-20,TRV
20684,2016-04-21,TRV
20691,2018-10-18,TRV
20692,2019-02-14,TRV
20693,2019-04-18,TRV
20697,2023-10-18,TRV
20712,2026-05-06,TPL
20739,2009-07-29,TXN
20795,2010-02-18,TRV
20796,2011-07-21,TRV
20797,2014-07-22,TRV
20798,2014-10-21,TRV
20799,2016-02-11,TRV
20848,2009-10-30,TXN
20860,2010-08-03,UDR
21029,2010-02-10,UNH
21060,2010-02-19,VTR
21070,2022-02-11,VZ
21075,2023-10-26,VZ
21076,2024-02-09,VZ
21126,2013-08-01,WAT
21127,2013-11-01,WAT
21128,2014-02-27,WAT
21133,2021-10-26,VZ
21135,2022-04-27,VZ
21136,2024-07-25,VZ
21137,2024-10-25,VZ
21138,2022-08-04,WAT
21139,2023-11-07,WAT
21155,2010-02-26,WAT
21157,2025-07-25,VZ
21158,2025-10-29,VZ
21161,2014-08-01,WAT
21162,2014-10-31,WAT
21163,2015-02-27,WAT
21164,2017-11-03,WAT
21165,2018-05-04,WAT
21172,2019-07-31,WAT
21175,2021-02-24,WAT
21176,2021-05-06,WAT
21177,2022-02-24,WAT
21185,2017-02-24,WAT
21186,2016-11-07,WAT
21187,2017-05-05,WAT
21188,2017-08-04,WAT
21189,2018-08-03,WAT
21193,2020-04-29,WAT
21194,2020-07-29,WAT
21195,2020-10-28,WAT
21199,2022-11-03,WAT
21202,2023-08-02,WAT
21203,2024-02-27,WAT
21206,2010-02-22,WBD
21221,2021-05-26,WDAY
21230,2020-11-20,WDAY
21231,2021-03-02,WDAY
21232,2022-08-25,WDAY
21234,2022-11-29,WDAY
21235,2022-05-26,WDAY
21236,2023-08-24,WDAY
21237,2023-11-28,WDAY
21340,2024-05-03,WEC
21341,2024-07-31,WEC
21342,2025-02-21,WEC
21343,2025-08-01,WEC
21344,2025-10-31,WEC
21345,2026-05-07,WEC
21346,2010-08-06,WELL
21347,2010-11-08,WELL
21348,2011-03-24,WELL
21349,2011-05-10,WELL
21350,2011-08-09,WELL
21351,2011-11-03,WELL
21391,2009-08-07,WFC
21392,2009-11-06,WFC
21393,2012-02-28,WFC
21394,2010-05-07,WFC
21395,2010-08-09,WFC
21396,2010-11-05,WFC
21397,2011-08-05,WFC
21398,2011-11-08,WFC
21399,2013-02-27,WFC
21400,2012-05-08,WFC
21401,2012-08-07,WFC
21402,2012-11-06,WFC
21403,2009-07-31,XEL
21404,2013-05-08,WFC
21405,2013-08-07,WFC
21406,2013-11-06,WFC
21407,2014-02-26,WFC
21408,2014-05-07,WFC
21409,2014-08-06,WFC
21410,2014-11-05,WFC
21411,2015-02-25,WFC
21412,2015-08-05,WFC
21413,2015-11-04,WFC
21414,2016-02-24,WFC
21415,2016-05-04,WFC
21416,2016-08-03,WFC
21417,2016-11-03,WFC
21418,2017-03-01,WFC
21419,2018-11-06,WFC
21420,2018-05-04,WFC
21421,2018-08-03,WFC
21422,2019-11-01,WFC
21423,2020-02-27,WFC
21424,2020-05-05,WFC
21425,2020-08-04,WFC
21426,2021-02-23,WFC
21427,2020-11-02,WFC
21428,2021-05-05,WFC
21429,2021-07-28,WFC
21430,2021-11-01,WFC
21431,2022-02-22,WFC
21432,2022-05-03,WFC
21433,2022-08-01,WFC
21434,2022-10-31,WFC
21435,2023-02-21,WFC
21436,2023-05-02,WFC
21437,2023-08-01,WFC
21438,2023-10-31,WFC
21439,2024-02-20,WFC
21440,2025-04-29,WFC
21441,2025-08-05,WFC
21442,2025-10-31,WFC
21443,2026-02-24,WFC
21444,2026-04-29,WFC
21539,2010-03-30,WMT
21650,2022-05-03,WRB
21651,2022-08-02,WRB
21652,2022-11-04,WRB
21653,2024-02-23,WRB
21654,2024-05-03,WRB
21655,2024-08-02,WRB
21656,2024-11-04,WRB
21657,2025-05-02,WRB
21658,2025-08-04,WRB
21659,2025-11-03,WRB
21660,2026-02-27,WRB
21661,2026-05-01,WRB
21744,2022-04-28,WTW
21745,2022-07-28,WTW
21746,2023-07-27,WTW
21749,2023-10-26,WTW
21781,2021-10-28,WTW
21782,2022-02-24,WTW
21787,2022-10-27,WTW
21788,2023-02-24,WTW
21789,2023-04-27,WTW
22083,2018-02-22,YUM
22084,2018-05-09,YUM
22230,2011-02-25,ALB
22255,2023-05-10,CFG
22320,2015-02-27,ALLE
22345,2009-12-11,AMAT
22379,2025-04-30,BAC
