,as_of,ticker
8484,2011-07-21,FAST
8531,2010-07-28,REGN
8535,2010-10-28,REGN
8536,2011-10-27,REGN
8540,2012-04-26,REGN
8558,2018-11-06,REGN
8563,2019-02-07,REGN
8564,2019-05-07,REGN
8565,2019-11-05,REGN
8610,2011-03-01,MNST
8664,2011-02-08,RJF
8676,2013-02-08,RJF
8677,2011-03-07,CPRT
8678,2011-06-09,CPRT
8682,2014-05-09,RJF
8683,2013-08-08,RJF
8693,2021-11-23,RJF
8694,2021-02-08,RJF
8695,2021-05-07,RJF
8696,2021-08-09,RJF
8702,2024-05-07,RJF
8703,2024-08-06,RJF
8706,2024-11-26,RJF
8707,2011-02-09,RL
8750,2012-02-09,FAST
8765,2011-08-12,GNRC
8766,2011-11-14,GNRC
8809,2025-11-24,CPRT
8810,2026-03-03,CPRT
8811,2026-05-29,CPRT
8812,2010-07-30,CPT
8813,2010-11-05,CPT
8814,2011-07-29,CPT
8815,2011-11-04,CPT
8927,2010-08-03,CRL
8933,2010-10-29,ROL
8934,2010-11-04,CRL
8937,2013-02-27,ROL
8938,2025-02-13,ROL
8939,2024-07-25,ROL
8940,2024-10-24,ROL
9046,2009-08-25,CRM
9047,2009-11-25,CRM
9048,2010-03-11,CRM
9049,2010-05-28,CRM
9052,2011-03-23,CRM
9053,2011-05-26,CRM
9060,2010-09-09,CRM
9061,2010-11-24,CRM
9070,2013-03-08,CRM
9075,2012-05-25,CRM
9076,2012-08-31,CRM
9077,2012-11-28,CRM
9094,2018-03-09,CRM
9095,2017-03-06,CRM
9124,2013-04-15,FAST
9141,2010-02-26,PRU
9167,2020-03-23,CRWD
9168,2019-07-19,CRWD
9169,2019-09-06,CRWD
9170,2019-12-06,CRWD
9183,2009-10-23,RTX
9203,2009-07-30,JCI
9242,2010-11-10,RVTY
9301,2010-08-04,SBAC
9306,2010-11-04,SBAC
9310,2011-10-27,CSGP
9315,2012-02-23,CSGP
9316,2012-04-27,CSGP
9317,2012-07-26,CSGP
9319,2012-10-25,CSGP
9331,2010-02-25,F
9364,2010-08-06,F
9368,2009-08-05,F
9371,2009-11-06,F
9390,2011-02-28,F
9392,2010-10-12,GPN
9396,2011-05-10,F
9402,2011-08-05,F
9403,2011-01-10,GPN
9404,2011-04-01,GPN
9420,2009-07-15,CSX
9421,2009-10-20,CSX
9445,2011-09-01,JKHY
9449,2011-02-04,JKHY
9475,2009-11-05,SCHW
9523,2011-02-17,REGN
9545,2011-07-29,CTAS
9546,2010-10-08,CTAS
9547,2011-01-07,CTAS
9594,2011-11-04,F
9599,2011-03-11,SJM
9608,2012-02-21,F
9637,2009-08-07,CTSH
9638,2009-11-06,CTSH
9645,2010-05-07,CTSH
9649,2011-11-04,CTSH
9650,2012-02-27,CTSH
9651,2012-05-09,CTSH
9657,2012-08-06,CTSH
9658,2012-11-08,CTSH
9659,2013-11-06,CTSH
9664,2014-11-06,CTSH
9666,2009-10-28,SLB
9698,2010-11-03,RMD
9741,2012-05-04,F
9742,2009-11-18,ROK
9752,2010-07-28,SNA
9753,2010-10-22,SNA
9780,2011-03-01,GS
9786,2010-11-09,GS
9836,2009-11-02,ROP
9849,2009-08-04,CVS
9850,2009-11-05,CVS
9857,2011-05-27,SNPS
9858,2011-09-02,SNPS
9862,2011-12-16,SNPS
9890,2012-08-03,F
9960,2009-09-04,SPG
9961,2009-11-05,SPG
9962,2010-05-10,SPG
9963,2010-08-06,SPG
9964,2010-11-05,SPG
9986,2013-05-08,SPG
9987,2013-08-07,SPG
9988,2013-11-06,SPG
9989,2015-05-07,SPG
9990,2015-08-05,SPG
9995,2016-02-26,SPG
9996,2016-05-05,SPG
9997,2016-08-04,SPG
9998,2016-11-03,SPG
10011,2009-05-07,CVX
10012,2009-11-05,CVX
10120,2009-07-31,D
10190,2011-02-22,KDP
10191,2010-05-06,KDP
10192,2010-10-27,KDP
10210,2010-02-17,PFG
10238,2010-08-02,DAL
10239,2010-10-25,DAL
10248,2009-11-06,STLD
10309,2013-02-19,F
10322,2011-02-28,STT
10323,2009-11-06,STT
10351,2021-03-05,DASH
10401,2018-02-15,DD
10405,2013-05-01,F
10421,2011-05-03,STX
10440,2013-07-31,F
10459,2013-10-31,F
10462,2010-02-22,STLD
10474,2010-03-11,PNC
10504,2014-02-18,F
10516,2011-02-23,PNR
10559,2010-07-30,SWK
10591,2014-07-31,F
10612,2015-05-06,SWKS
10613,2015-08-05,SWKS
10614,2016-05-04,SWKS
10615,2017-07-27,SWKS
10616,2019-11-14,SWKS
10619,2019-05-03,SWKS
10620,2020-11-17,SWKS
10625,2021-01-29,SWKS
10628,2014-10-31,F
10645,2014-09-05,SYF
10646,2014-10-31,SYF
10647,2015-02-23,SYF
10666,2011-03-01,DECK
10667,2010-08-09,DECK
10668,2010-11-09,DECK
10677,2012-02-29,DECK
10678,2011-05-10,DECK
10679,2011-08-08,DECK
10688,2009-11-09,SYK
10693,2010-11-01,SWK
10748,2022-11-03,DECK
10750,2023-02-06,DECK
10751,2023-05-26,DECK
10755,2024-08-01,DECK
10756,2024-10-31,DECK
10757,2025-02-03,DECK
10759,2025-05-23,DECK
10760,2025-07-31,DECK
10761,2025-10-31,DECK
10762,2026-02-03,DECK
10763,2026-05-22,DECK
10765,2016-06-10,DELL
10766,2016-09-06,DELL
10767,2016-12-09,DELL
10883,2015-09-03,KEYS
10934,2009-07-28,DGX
10935,2009-10-27,DGX
10942,2009-11-05,TAP
10988,2010-08-06,RJF
11003,2021-05-04,NVR
11025,2009-08-04,TAP
11029,2010-08-03,DHI
11030,2010-11-17,DHI
11061,2015-11-06,KHC
11127,2009-10-22,DHR
11178,2011-11-09,TECH
11182,2012-02-07,TECH
11183,2012-05-10,TECH
11184,2013-11-12,TECH
11221,2011-05-11,HCA
11222,2011-08-05,HCA
11223,2011-11-09,HCA
11293,2013-08-08,DLR
11294,2014-08-07,DLR
11295,2014-11-07,DLR
11300,2016-02-29,DLR
11301,2015-05-08,DLR
11305,2015-08-06,DLR
11306,2015-11-06,DLR
11307,2016-05-06,DLR
11308,2017-05-10,DLR
11309,2018-05-08,DLR
11310,2018-08-07,DLR
11311,2018-11-02,DLR
11316,2019-05-10,DLR
11317,2019-08-07,DLR
11322,2019-11-08,DLR
11323,2020-03-02,DLR
11329,2021-05-07,DLR
11330,2021-08-06,DLR
11335,2021-11-05,DLR
11336,2022-02-25,DLR
11337,2022-05-06,DLR
11338,2022-08-05,DLR
11339,2022-11-04,DLR
11340,2023-02-27,DLR
11341,2023-05-04,DLR
11342,2023-08-04,DLR
11347,2023-11-09,DLR
11353,2019-03-01,TER
11354,2024-02-23,DLR
11357,2020-03-02,TER
11358,2024-05-03,DLR
11359,2024-08-02,DLR
11360,2024-11-01,DLR
11361,2025-05-01,DLR
11362,2025-08-01,DLR
11363,2025-10-31,DLR
11364,2026-02-13,DLR
11365,2026-05-01,DLR
11368,2020-08-03,TER
11369,2020-11-02,TER
11370,2021-02-22,TER
11375,2010-08-10,TDY
11395,2010-02-25,SCHW
11401,2022-02-23,TER
11403,2023-08-04,TER
11404,2023-11-03,TER
11405,2025-02-20,TER
11467,2009-11-03,DOC
11468,2010-04-27,DOC
11475,2011-10-31,DOC
11476,2011-05-03,DOC
11485,2010-08-03,DOC
11486,2010-11-02,DOC
11487,2011-02-15,DOC
11566,2011-02-17,SNA
11576,2010-03-30,TJX
11658,2013-07-15,FAST
11675,2024-02-29,KKR
11676,2024-05-09,KKR
11688,2024-08-09,KKR
11700,2024-11-05,KKR
11704,2025-08-08,KKR
11726,2012-10-26,KLAC
11729,2014-08-08,KLAC
11861,2010-04-02,DRI
11906,2011-11-10,HII
11915,2010-02-22,FSLR
11924,2014-02-06,FAST
11967,2012-11-16,V
11972,2013-02-06,V
11973,2013-05-01,V
11978,2009-10-30,FSLR
11980,2009-08-28,DTE
11981,2009-10-30,DTE
11984,2013-07-24,V
11988,2013-11-22,V
11989,2015-04-30,V
11990,2015-07-23,V
11991,2015-01-29,V
11992,2016-01-28,V
11993,2016-04-25,V
11994,2016-07-25,V
12013,2017-04-27,F
12026,2018-03-28,VICI
12190,2009-08-06,DVN
12194,2009-11-05,DVN
12239,2023-10-26,VLTO
12251,2013-10-15,FAST
12292,2011-11-02,DXCM
12293,2012-02-23,DXCM
12307,2012-05-02,DXCM
12308,2012-08-06,DXCM
12309,2012-11-01,DXCM
12328,2017-08-01,DXCM
12329,2017-11-01,DXCM
12330,2019-02-21,DXCM
12332,2019-05-01,DXCM
12333,2019-07-31,DXCM
12334,2019-11-06,DXCM
12337,2020-04-28,DXCM
12338,2020-07-28,DXCM
12339,2020-10-27,DXCM
12341,2009-08-03,HON
12342,2009-10-23,HON
12343,2022-02-14,DXCM
12344,2022-04-28,DXCM
12350,2022-07-28,DXCM
12351,2022-10-27,DXCM
12352,2023-02-09,DXCM
12361,2023-04-27,DXCM
12367,2023-07-27,DXCM
12368,2023-10-26,DXCM
12369,2024-02-08,DXCM
12370,2024-04-25,DXCM
12371,2010-03-12,TGT
12372,2024-07-25,DXCM
12373,2024-10-24,DXCM
12374,2025-02-18,DXCM
12375,2025-05-01,DXCM
12378,2025-07-30,DXCM
12379,2025-10-30,DXCM
12380,2026-02-12,DXCM
12384,2026-04-30,DXCM
12385,2009-08-10,EA
12401,2009-08-06,VRSN
12402,2009-11-06,VRSN
12406,2010-02-26,VRSN
12407,2010-04-28,VRSN
12408,2012-02-24,VRSN
12409,2011-04-29,VRSN
12410,2011-07-29,VRSN
12411,2011-10-28,VRSN
12418,2009-07-30,KO
12419,2009-10-29,KO
12426,2016-04-28,VRSN
12431,2017-04-27,VRSN
12432,2017-07-27,VRSN
12433,2017-10-26,VRSN
12438,2018-04-26,VRSN
12446,2020-02-14,VRSN
12447,2020-04-23,VRSN
12448,2020-07-23,VRSN
12449,2020-10-22,VRSN
12455,2023-07-27,VRSN
12460,2024-04-25,VRSN
12464,2025-07-24,VRSN
12465,2025-10-23,VRSN
12466,2026-04-10,VRSN
12467,2019-03-13,VRT
12468,2019-05-08,VRT
12471,2018-08-07,VRT
12486,2010-02-17,EBAY
12488,2009-10-27,EBAY
12489,2011-01-28,EBAY
12490,2009-07-29,EBAY
12499,2010-05-03,VRTX
12500,2012-02-22,VRTX
12509,2015-02-13,VRTX
12510,2016-05-03,VRTX
12518,2016-08-01,VRTX
12519,2015-10-30,VRTX
12520,2018-10-25,VRTX
12530,2019-02-13,VRTX
12531,2018-04-27,VRTX
12539,2020-02-13,VRTX
12540,2020-10-30,VRTX
12541,2021-02-11,VRTX
12547,2022-02-09,VRTX
12557,2021-04-30,VRTX
12561,2021-07-30,VRTX
12562,2014-04-16,FAST
12564,2024-08-02,VRTX
12565,2024-11-05,VRTX
12566,2025-02-13,VRTX
12567,2025-05-06,VRTX
12568,2025-08-05,VRTX
12569,2025-11-04,VRTX
12570,2026-02-13,VRTX
12582,2021-08-18,HOOD
12601,2017-02-09,F
12617,2009-12-17,KR
12634,2009-08-07,VLO
12635,2009-11-05,VLO
12642,2018-04-26,F
12658,2010-08-05,ACGL
12676,2009-10-27,AAPL
12677,2010-01-25,AAPL
12678,2010-04-21,AAPL
12679,2010-07-21,AAPL
12680,2010-10-27,AAPL
12685,2013-04-24,AAPL
12733,2009-08-07,ECL
12734,2009-11-06,ECL
12741,2014-07-16,FAST
12798,2014-10-15,FAST
12801,2010-05-10,ADM
12843,2010-11-01,ED
12918,2011-02-28,ACGL
12919,2010-11-08,ACGL
12936,2023-11-03,KVUE
12945,2011-02-23,EFX
12946,2010-07-29,EFX
12947,2010-10-28,EFX
13030,2010-09-03,HRL
13048,2010-09-08,EG
13049,2010-11-09,EG
13062,2013-03-01,EG
13066,2014-03-03,EG
13071,2015-03-02,EG
13099,2021-03-01,EG
13100,2022-05-05,EG
13105,2022-08-04,EG
13106,2022-11-03,EG
13112,2023-05-04,EG
13113,2023-08-03,EG
13114,2023-11-01,EG
13116,2024-02-28,EG
13117,2024-05-03,EG
13118,2024-08-02,EG
13119,2024-11-05,EG
13120,2025-02-27,EG
13121,2025-05-02,EG
13123,2025-08-01,EG
13124,2025-10-31,EG
13125,2026-02-26,EG
13126,2026-05-05,EG
13130,2009-08-07,EIX
13131,2009-11-06,EIX
13141,2011-08-16,ADI
13142,2010-11-22,ADI
13146,2013-02-19,ADI
13147,2013-05-21,ADI
13151,2013-08-20,ADI
13230,2010-11-01,EL
13232,2011-05-06,EL
13325,2009-10-28,ELV
13378,2011-03-18,ADSK
13439,2009-08-10,AEE
13456,2010-11-02,EME
13457,2011-02-25,EME
13458,2011-04-28,EME
13459,2010-07-29,EME
13460,2012-02-27,EME
13492,2010-03-01,HST
13493,2009-07-28,HST
13497,2009-10-16,HST
13499,2010-07-27,HST
13515,2010-10-15,HST
13516,2011-05-02,HST
13527,2011-10-17,HST
13553,2025-04-30,EME
13554,2025-07-31,EME
13556,2025-10-30,EME
13557,2026-02-26,EME
13558,2026-04-29,EME
13559,2009-08-05,EMR
13564,2010-11-05,TMUS
13642,2018-07-06,LEN
13660,2009-08-06,EOG
13661,2009-11-05,EOG
13670,2024-03-29,LEN
13678,2023-06-30,LEN
13684,2023-09-29,LEN
13733,2025-07-01,LEN
13734,2009-07-27,PPG
13748,2018-02-14,AIZ
13749,2016-08-02,AIZ
13750,2016-11-01,AIZ
13764,2009-08-13,HSY
13772,2011-02-25,EQIX
13773,2010-08-04,EQIX
13774,2010-10-29,EQIX
13775,2022-11-03,AIZ
13776,2022-02-22,AIZ
13777,2011-04-29,EQIX
13778,2011-07-29,EQIX
13779,2011-10-28,EQIX
13780,2012-02-24,EQIX
13782,2012-04-27,EQIX
13786,2022-08-04,AIZ
13787,2023-02-17,AIZ
13793,2023-05-04,AIZ
13805,2026-05-07,AIZ
13879,2009-08-06,EQR
13880,2009-11-05,EQR
13895,2009-11-09,AKAM
13956,2010-08-11,AVY
13957,2010-11-10,AVY
13977,2011-05-25,TTWO
13982,2009-07-29,EQT
14097,2010-11-04,ERIE
14103,2012-02-27,ERIE
14104,2011-08-30,ERIE
14105,2011-11-03,ERIE
14106,2014-02-27,ERIE
14107,2012-05-03,ERIE
14109,2012-08-02,ERIE
14110,2012-11-01,ERIE
14111,2013-04-29,ERIE
14112,2013-08-01,ERIE
14113,2013-10-31,ERIE
14114,2014-05-01,ERIE
14115,2014-07-31,ERIE
14116,2014-10-30,ERIE
14117,2016-02-25,ERIE
14122,2016-10-27,ERIE
14123,2016-04-28,ERIE
14124,2016-07-28,ERIE
14128,2017-10-26,ERIE
14151,2010-02-18,PPG
14176,2024-04-25,ERIE
14177,2024-07-25,ERIE
14178,2010-10-26,LII
14182,2024-10-31,ERIE
14183,2025-02-27,ERIE
14184,2025-04-24,ERIE
14185,2025-08-07,ERIE
14188,2025-10-30,ERIE
14189,2026-02-23,ERIE
14190,2026-04-23,ERIE
14216,2010-02-16,WM
14275,2010-08-06,ESS
14276,2010-11-09,ESS
14282,2011-02-25,ESS
14283,2011-05-09,ESS
14284,2011-11-07,ESS
14455,2009-11-06,ETR
14474,2009-10-23,HWM
14498,2016-11-10,TTD
14552,2018-08-08,EVRG
14561,2011-08-19,TRGP
14581,2015-09-25,LITE
14595,2016-05-04,LITE
14596,2017-08-29,LITE
14610,2011-02-28,EW
14611,2010-08-06,EW
14612,2010-11-08,EW
14625,2011-11-08,EW
14626,2012-02-27,EW
14632,2012-05-09,EW
14633,2012-08-07,EW
14634,2012-11-07,EW
14689,2010-02-05,TROW
14690,2009-07-24,TROW
14691,2009-10-23,TROW
14735,2009-08-05,TRV
14736,2009-10-22,TRV
14759,2018-10-25,F
14825,2011-08-04,TSCO
14826,2011-11-03,TSCO
14827,2012-02-29,TSCO
14828,2012-05-07,TSCO
14829,2012-11-05,TSCO
14830,2013-02-20,TSCO
14831,2013-11-04,TSCO
14832,2014-02-19,TSCO
14836,2014-05-05,TSCO
14838,2009-08-10,EXE
14839,2009-11-09,EXE
14901,2013-05-09,FANG
14915,2013-08-08,FANG
14934,2009-08-07,EXPD
14999,2009-10-23,LMT
15054,2009-08-06,TT
15055,2009-11-06,TT
15141,2011-02-25,EXR
15142,2010-08-06,EXR
15143,2010-11-05,EXR
15144,2011-08-08,EXR
15145,2011-11-07,EXR
15151,2012-08-08,EXR
15152,2012-11-05,EXR
15153,2014-03-03,EXR
15156,2015-03-02,EXR
15157,2014-05-08,EXR
15158,2014-08-07,EXR
15159,2014-11-06,EXR
15160,2010-08-23,KDP
15174,2019-04-26,F
15175,2018-07-26,F
15180,2014-02-14,ICE
15181,2023-10-27,F
15188,2010-08-05,LNT
15203,2009-05-11,FCX
15224,2012-10-30,FDS
15225,2013-01-09,FDS
15240,2009-09-18,FDX
15246,2010-11-03,LRCX
15290,2010-09-10,LULU
15291,2013-11-22,FFIV
15292,2014-02-06,FFIV
15294,2013-09-12,LULU
15295,2014-09-11,LULU
15296,2014-12-11,LULU
15297,2020-05-06,FFIV
15298,2020-08-05,FFIV
15300,2019-12-11,LULU
15304,2025-02-07,FFIV
15305,2025-05-06,FFIV
15307,2021-05-04,INCY
15308,2021-08-03,INCY
15309,2021-11-02,INCY
15322,2009-08-03,INTC
15447,2012-10-31,MA
15454,2010-05-10,IRM
15455,2010-08-05,IRM
15456,2010-11-08,IRM
15466,2013-11-05,FTNT
15467,2014-11-06,FTNT
15468,2014-03-03,FTNT
15470,2010-08-05,MAA
15471,2010-11-04,MAA
15473,2020-02-26,FTNT
15502,2010-11-03,IT
15535,2009-08-03,GE
15536,2009-11-02,GE
15554,2023-04-25,GEHC
15561,2011-05-20,GEN
15570,2009-11-20,J
15582,2009-08-05,GILD
15583,2009-11-05,GILD
15587,2013-02-11,MCHP
15608,2010-05-04,MCK
15612,2020-08-04,TTWO
15613,2020-11-06,TTWO
15625,2022-08-09,TTWO
15630,2009-08-14,MCO
15660,2011-05-06,JKHY
15689,2010-02-26,MET
15693,2015-10-29,GOOGL
15710,2009-11-09,JPM
15712,2009-08-06,GPC
15728,2019-01-31,META
15729,2020-01-30,META
15773,2009-11-04,GS
15774,2010-03-01,GS
15775,2009-08-05,GS
15832,2011-02-23,HAS
15840,2010-08-09,MNST
15841,2010-11-09,MNST
15845,2014-05-12,MNST
15850,2018-03-01,MNST
15851,2019-08-08,MNST
15857,2010-07-30,TXN
15862,2025-11-07,KKR
15863,2026-02-27,KKR
15864,2026-05-08,KKR
15868,2013-01-25,KLAC
15869,2013-04-26,KLAC
15873,2015-04-24,KLAC
15889,2009-08-07,KMB
15901,2011-01-06,MOS
15902,2011-03-31,MOS
15932,2010-04-30,TXN
15940,2011-08-09,MPC
15950,2012-03-29,HII
15988,2009-10-29,MRK
16025,2020-02-27,MRNA
16028,2009-09-08,HPQ
16029,2022-11-03,MRNA
16048,2010-10-08,LEN
16049,2012-01-30,LEN
16050,2012-04-09,LEN
16056,2018-01-25,LEN
16063,2024-01-26,LEN
16069,2009-10-29,LH
16155,2009-08-26,MSI
16156,2009-11-04,MSI
16188,2009-11-05,MTB
16203,2009-07-22,LMT
16259,2010-08-05,IFF
16272,2011-08-19,LRCX
16276,2012-02-22,INCY
16285,2020-05-05,INCY
16288,2011-03-17,LULU
16290,2022-11-01,INCY
16291,2023-02-07,INCY
16292,2023-05-02,INCY
16293,2011-12-01,LULU
16297,2015-12-09,LULU
16298,2016-06-08,LULU
16299,2017-06-01,LULU
16300,2020-03-26,LULU
16349,2010-02-25,IP
16373,2009-07-23,NEM
16402,2009-07-31,MA
16426,2011-02-28,NI
16427,2010-08-03,NI
16428,2010-10-29,NI
16442,2011-02-15,IT
16443,2009-07-17,MAR
16470,2009-08-25,MAS
16471,2009-10-29,MAS
16501,2012-10-31,NOW
16502,2013-05-08,NOW
16508,2018-11-07,NOW
16517,2010-06-02,MCHP
16521,2009-11-06,MCHP
16522,2010-02-09,MCHP
16533,2011-03-01,TXT
16555,2011-02-01,MCK
16584,2010-03-01,MCO
16594,2011-03-04,NTAP
16600,2012-06-19,NTAP
16656,2024-04-23,NTRS
16660,2009-11-10,NUE
16680,2010-03-18,NVDA
16684,2013-11-19,NVDA
16686,2021-01-28,META
16687,2021-04-29,META
16688,2021-07-29,META
16700,2010-11-03,NVR
16712,2016-02-17,NVR
16714,2016-04-29,NVR
16715,2016-07-28,NVR
16716,2016-10-28,NVR
16717,2017-02-15,NVR
16723,2023-05-02,NVR
16726,2025-05-05,NVR
16727,2025-08-06,NVR
16731,2014-08-14,NWSA
16744,2009-10-30,MMM
16755,2011-11-08,KKR
16763,2013-08-08,KLAC
16773,2010-10-28,O
16775,2009-11-06,KMB
16777,2015-05-11,MNST
16784,2019-02-28,MNST
16793,2022-08-05,MNST
16794,2022-11-04,MNST
16798,2011-11-02,KMI
16879,2011-07-28,TYL
16883,2011-10-27,TYL
16896,2010-02-26,AIG
16905,2011-01-31,LEN
16906,2012-02-23,TYL
16907,2012-04-26,TYL
16908,2012-07-26,TYL
16909,2013-02-20,TYL
16910,2011-10-11,LEN
16918,2019-01-28,LEN
16919,2020-01-27,LEN
16921,2013-04-25,TYL
16922,2013-07-25,TYL
16928,2009-09-21,ORCL
16929,2020-05-07,MRNA
16930,2020-08-06,MRNA
16931,2023-05-04,MRNA
16932,2012-03-23,ORCL
16938,2010-02-26,MRSH
16939,2009-08-10,MRSH
16954,2013-10-24,TYL
16957,2021-08-27,MRVL
16958,2021-12-03,MRVL
16985,2014-07-23,TYL
16994,2016-09-02,LITE
16997,2015-11-17,LITE
16998,2016-10-27,LITE
16999,2016-02-04,LITE
17031,2012-12-10,PANW
17032,2013-03-04,PANW
17033,2013-06-04,PANW
17034,2013-09-25,PANW
17053,2015-02-18,TYL
17054,2016-02-24,TYL
17064,2010-09-27,PAYX
17068,2015-03-25,PAYX
17076,2011-02-22,MTB
17089,2015-07-22,TYL
17090,2017-04-26,TYL
17091,2017-07-26,TYL
17092,2009-11-05,PCAR
17099,2014-05-07,PCAR
17100,2014-08-07,PCAR
17103,2015-08-06,PCAR
17105,2016-08-03,PCAR
17106,2016-11-04,PCAR
17107,2017-05-04,PCAR
17130,2013-12-12,LULU
17131,2014-06-12,LULU
17134,2017-12-06,LULU
17135,2018-03-27,LULU
17136,2018-12-06,LULU
17145,2017-10-25,TYL
17164,2018-08-01,TYL
17171,2011-03-30,LVS
17197,2018-10-31,TYL
17198,2021-11-01,TYL
17199,2022-02-23,TYL
17210,2022-04-27,TYL
17215,2009-11-05,PFE
17241,2011-02-16,PFG
17256,2011-10-27,NFLX
17257,2012-04-27,NFLX
17334,2010-11-05,PHM
17335,2011-04-28,PHM
17337,2014-08-07,NOW
17338,2014-11-05,NOW
17341,2016-08-03,NOW
17342,2017-11-06,NOW
17343,2019-05-03,NOW
17358,2025-01-30,NOW
17359,2025-04-23,NOW
17375,2009-07-31,MMM
17392,2010-02-17,NSC
17413,2010-09-13,NTAP
17422,2010-07-20,UAL
17423,2010-10-21,UAL
17428,2012-07-31,META
17433,2015-04-23,META
17434,2025-05-06,PLTR
17435,2018-04-26,META
17436,2018-07-26,META
17437,2018-10-31,META
17455,2016-10-26,NTRS
17462,2020-07-28,NTRS
17463,2020-10-27,NTRS
17465,2011-01-27,MKC
17466,2023-05-02,NTRS
17467,2023-07-25,NTRS
17468,2023-10-31,NTRS
17469,2024-02-27,NTRS
17481,2018-08-02,PNC
17482,2010-02-16,MMM
17486,2020-11-03,PNC
17488,2009-11-19,NVDA
17491,2012-05-23,NVDA
17492,2012-08-22,NVDA
17511,2014-08-08,MNST
17512,2014-11-07,MNST
17515,2017-08-09,MNST
17516,2018-11-08,MNST
17517,2018-05-10,MNST
17518,2011-02-25,NVR
17519,2011-05-03,NVR
17520,2011-10-28,NVR
17521,2023-05-05,MNST
17522,2023-08-04,MNST
17523,2023-11-06,MNST
17529,2017-04-28,NVR
17530,2017-07-28,NVR
17531,2017-10-30,NVR
17535,2023-08-02,NVR
17536,2023-11-03,NVR
17537,2026-05-06,NVR
17538,2013-11-12,NWSA
17577,2010-08-06,ODFL
17578,2010-11-08,ODFL
17581,2012-03-12,MPWR
17582,2011-08-09,MPWR
17583,2011-10-27,MPWR
17631,2020-10-30,MRNA
17634,2023-08-03,MRNA
17652,2011-02-24,ON
17686,2009-11-06,AIG
17711,2010-09-29,ORCL
17733,2012-07-30,PTC
17734,2012-11-16,PTC
17737,2019-02-07,PTC
17755,2010-08-09,PWR
17781,2018-07-26,PYPL
17811,2010-01-27,QCOM
17812,2010-04-21,QCOM
17813,2010-07-21,QCOM
17834,2009-12-16,PAYX
17835,2011-09-27,PAYX
17836,2011-12-20,PAYX
17837,2014-03-26,PAYX
17838,2014-07-22,PAYX
17854,2010-02-26,PCAR
17858,2015-05-06,PCAR
17865,2021-02-17,PCAR
17872,2023-02-22,PCAR
17873,2023-05-02,PCAR
17874,2009-08-05,PCG
17887,2011-07-28,REGN
17890,2012-07-25,REGN
17893,2009-04-30,NEM
17922,2013-10-25,NFLX
17941,2011-05-10,RJF
17950,2018-02-08,RJF
17951,2018-05-09,RJF
17952,2018-08-07,RJF
17967,2026-02-06,RJF
17968,2026-05-06,RJF
17969,2010-11-10,RL
18006,2015-05-07,NOW
18013,2017-05-05,NOW
18014,2017-08-08,NOW
18019,2024-10-24,NOW
18022,2025-07-24,NOW
18023,2025-10-30,NOW
18024,2026-01-29,NOW
18049,2010-11-09,UDR
18050,2011-02-23,UDR
18064,2011-06-23,NTAP
18071,2011-05-03,UDR
18073,2019-03-01,ROL
18075,2022-04-28,ROL
18076,2022-07-28,ROL
18079,2010-08-05,PHM
18082,2012-02-27,UDR
18093,2011-11-03,UDR
18094,2019-04-29,NTRS
18095,2019-07-30,NTRS
18096,2019-10-28,NTRS
18097,2020-04-27,NTRS
18103,2025-02-24,NTRS
18104,2025-07-30,NTRS
18105,2025-10-30,NTRS
18106,2026-02-24,NTRS
18107,2026-04-30,NTRS
18133,2010-12-07,NVDA
18135,2012-03-13,NVDA
18136,2013-05-22,NVDA
18137,2012-02-29,PLD
18152,2010-08-02,NVR
18159,2009-08-07,RSG
18160,2009-11-04,RSG
18161,2015-08-13,NWSA
18175,2012-04-12,NXPI
18198,2009-07-24,RTX
18200,2009-08-10,PNC
18201,2009-11-06,PNC
18202,2011-03-01,PNC
18225,2021-05-05,PNC
18237,2010-08-10,RVTY
18289,2011-08-09,PODD
18300,2009-09-03,AIG
18305,2011-11-03,AIG
18306,2012-05-03,AIG
18307,2011-08-04,AIG
18308,2012-11-01,AIG
18399,2014-09-18,PANW
18408,2010-08-12,PTC
18411,2010-09-09,SJM
18412,2010-12-10,SJM
18414,2015-08-11,PTC
18415,2010-12-20,PAYX
18416,2011-03-23,PAYX
18417,2013-12-20,PAYX
18422,2017-03-31,PAYX
18427,2010-11-09,PWR
18435,2009-07-29,SLB
18442,2025-07-31,PCAR
18443,2025-10-30,PCAR
18444,2010-02-19,PCG
18451,2016-04-28,PYPL
18452,2016-07-26,PYPL
18467,2010-11-03,QCOM
18477,2014-04-23,QCOM
18478,2015-07-22,QCOM
18524,2012-02-21,REGN
18525,2011-05-03,REGN
18530,2012-10-24,REGN
18531,2014-02-13,REGN
18533,2018-08-02,REGN
18536,2019-08-06,REGN
18558,2011-06-07,ULTA
18559,2011-09-08,ULTA
18560,2011-12-01,ULTA
18561,2024-11-08,SOLV
18570,2012-03-28,ULTA
18584,2020-11-24,RJF
18585,2019-05-09,RJF
18586,2019-08-08,RJF
18603,2015-06-04,ULTA
18604,2011-02-10,PHM
18607,2013-10-24,PHM
18622,2015-09-03,ULTA
18629,2011-02-03,RMD
18637,2015-12-03,ULTA
18646,2012-05-08,PLD
18647,2011-09-08,PLD
18655,2009-08-04,ROK
18662,2016-06-02,ULTA
18666,2020-11-13,PLTR
18674,2026-05-05,PLTR
18675,2009-08-14,PM
18684,2010-07-30,ROL
